"label","discussion_title","discussion"
"Angina","Is this microvascular angina or something else?","Hi All, I have been experiencing unexplained symptoms for over 2 years and wondered if there is anybody out there that can share similar experience or offer some guidance as to what my problem could be.It started 2 yrs ago with episodes of a kind of vertigo feeling. Like a falling feeling. I also suffered with a discomfort just to the left of my spine near my shoulder blade that may or may not be related. I initially shrugged it off. It happened 5 or 6 times over a 6 week period then went away for a year. Then it returned with a vengence! the episodes now came with a horrible sense of doom along with pain in the tips of my shoulders, palpitations and chest pressure. I was sent to both cardiology and the musculoskeletal unit. Cardiology had me do an echo, ecg and stress test but found nothing. MSK did an MRI of my thoracic spine but found only moderate degenerative disc disease that they say is normal. MSK did an examination of my thoracic spine and found significant stiffness in the muscle that runs down the left of my thoracic spine. They gave me exersises to do and discharged me with a diagnosis of possible T4 syndrome. By this time I began experiencing a deep aching in my back, chest, left neck, jaw and the left side of my face. This can come on at rest, last anything from 5 mins to 45 mins then go away as if nothing was wrong. i have experienced episodes of involuntary arm curling with the vertigo/doom episodes although this has only happened 3 or 4 times in 2 years and passed quite quickly. It had me feeling I was about to have a heart attack. I also began to experience a discomfort with my breathing. Feeling as though Im not getting a satisfying breath. This also comes and goes at random. I experience dizzy spells too. Over the last 12 months this has gotten worse. I was referred back to cardiology and fitted with a holter monitor (found nothing) They tested me for a pheochromocytoma (nothing) and finally a CT angiogram that showed no calcification and clear main arteries although they did say the smaller vessels could not be seen on the scan and that they couldnt rule out MVD or microvascular spasms. They discharged me with a note to my GP to try me on nitrates and calcium channel blockers to see if they improved my symptoms. My GP tried me on nitrates but they made me feel ill and I stopped them after a couple of weeks. My GP wont try me on CCBs because I am taking propanalol and says the two cannot be taken together. Since then Ive been left to suffer. No further investigations, no diagnosis and a worsening condition. In the last couple of weeks the weather has been really hot and I have noticed my symptoms are worse, difficulty getting a satisfying breath along with the usual angina type pain referal pattern. Now I also get a feeling of a knife between my shoulder blades that comes on, is really painful and then goes away in a couple of minutes. I really dont know where to turn next. Ive also seen a Rhuematologist that said he could explain some of my symptoms but not all and questioned why I had never had a invasive angiogram. He also advised me to push for the CCBs. I have registered with a new GP but I havnt seen him yet. I have lost confidence in my old GP as I dont think she knows what to do.My blood tests show a raised lipid profile. Combined HDL LDL ratio of 6.1 but my Tryglycerides are at a massive 5.7 and I have been offered nothing to help it except ""change your diet""... I eat the odd take away like everyone else but i dont eat unhealthily at all. My Ferritin levels are at 700 but my C reactive proteins are normal indicating no inflammation and I am not anemic. My red blood cell count is slightly lower than it should be but apparently not enough to account for the breathing issue. I was also B12 deficient at 172. I am on injections for this but no mention of any further tests to get to the bottom of things. I am 39 yrs old. Male.Thanks for taking the time to read this. Any opinions and shared experiences much appreciated.Thanks"
"Angina","Angina on somedays and not others","Hi,My name is Mike and I am a 62 year old male, I have had angina for about 14 years now,I have had 3 stents fitted over the years but although they probably saved my life the angina still persists.What I find odd is that some days I can be very active and do things like run,walk for miles,lift weightsat the gym and on other days I just have to get up from the sitting position to walk and bang the angina gets me.I only take nitro when it is very bad as I don't want to become reliant upon it.Anyone else out there have the same type of thing?"
"Angina","23 year old, left upper abdominal, chest, shoulder and arm pain","Hi everyone. I am a 23 year old female with a history of high blood pressure. I am on 25 mg of losartan for it. I've had upper abdominal and chest pressure solely on the left side and pain for about the past month now. It kind of hurts to breath in. I had a bout of this a year ago and was diagnosed with costochondritis. I don't remember exactly if it ever went away completely before this second bout, but I do know it couldn't have been as bad as it currently is or I wouldn't have been able to function. I have this fear that its a thoracic aortic aneurysm or heart vessel blockage for some reason. Also intermittently for the past few years, I have gotten this pinching feeling in the left side of my chest that lasts for maybe about 10 minutes per episode. No relation to physical activity or anything like that. I've always just assumed it was a muscle spasm. I've seen a cardiologist and all the tests were normal (ECG, 24 hour holter monitor, and blood tests). For my recent month-long flare of pain, I've seen a doctor and had a chest x-ray performed and blood work which were all normal. I still can't shake this feeling that something is wrong because I am so uncomfortable, and it seems to have moved up more closer to my throat in addition to being in my chest. I also am burping all the time and just feel full in my chest and like I have a globus sensation in my throat. Surely something like an aortic aneurysm would have been caught in the tests they ran, but I did not have a CT or echocardiogram done which would have for sure ruled one out. I'm probably just being a hypochondriac, but I am very uncomfortable and all the doctors do is just keep prescribing me corticosteroids, which don't seem to help. Has anyone else experienced symptoms like these?"
"Angina","prinzmetals angina","I have had prinzmetal's angina for over 7 years. Information about prinzmetal's says that pain occurs at night while in bed. Well not in my case. I get angina pain in the day time as well at night. Does anyone out there get pain in the day as I do ? I get pain at anytime, when it is cold or when I feel stressed and sometimes activity brings it on. I am taking a lot of medication for it , can't be without the nitro spray. Am having a lot of bad days lately hope to have a few good days soon.Because prinzmetals is rare I feel a bit lonely having it , even though there are people who have the usual angina. It would be good to talk to somebody who prinzmetals."
"Angina","Chest pain 20 year old","for a month or two now ive been experiencing what i can only describe as random, dull chest pains (on the left side) which last for 30 seconds ish only to dissapear again. there doesnt seem to be any pattern for them. Im a 20 year old male whose family doesnt have a history in heart conditions but i do live quite an unhealthy lifestyle- which im hoping hasnt given me Angina or anything like that. I have had my heart checked several times via ECG because of palpitations (a sort of thumping feeling) a while back and they all came back normal (my doctor said it was anxiety- which admittedly i have had, but the pains ive been having ive never had before with anxiety). Any ideas what im experiencing anyone??"
"Angina","Someone give me something","About a month ago, I began to get heart palpitations when i would lay down, they would go away after a while. A few days after, I began to get some pain on the left side of my chest a few times a day, not too strong, but i could pin-point exactly where it was. After 2 weeks of that, I went to the ER, got my blood checked as well as an X-Ray and ECG, all normal. Coincidentally that day, the symptoms began to go away, and I was fine for about 2 weeks. About a week ago, the palpitations and pain began to come back; I also started to get lightheaded throughout the day, and a bit nauseous after eating. Maybe it's anxiety, maybe it's other things. I want to hear what you guys think (I'm going to a cardiologist soon). And I am 20 years old, healthy/exercise regularly, don't smoke"
"Angina","Transmyocardial laser revascularization","My husband is having this procedure done in a couple of weeks. What are the long term benefits to this procedure? I can't find any forums where actual patients discuss their results."
"Angina","Angina","Hi, I have been getting central chest pains, sometimes in my back also. It comes and goes normally vet it once or twice a week sometimes more. I don't get breathless but it can be painful, and can last on and off for half the day or so. I notice when I have the pain I burp a lot more. It didn't feel like GERD as I know that that feels like I have had an ecg, but that wasn't when I was getting pains that come back ok. It's been happening around two month and I'm worried it's my heart, because that's what it feels like. Anyone else have my symtoms ?Thanks x"
"Angina","Angina and being tired","hi all, i had a nuclear stress test last November after having chest pains during exercise. The results came back negative, but I have had chest pain again today while gardening. I have had a rough weekend, with my other half diagnosed with a PE, we went to A&E last night and got home at 4:00am. iI have also forgotten to take my candesartan for the last 2 days. could the tiredness (and not taking bp meds) cause angina symptoms? or is it stress?any advice appreciated, i am worried about my other half and the last thing i need is bring ill."
"Angina","helath anxiety. 😞","hi all.i'm a 22 year old female, mother of two. i've had terrible health anxiety for over a year now. it seemed to go away when i was on zolofy, but i'm not on that anymore. i just wanted to get this off my chest so i can calm down a little bit, because i feel so stupid lately, i've been having very bad stomach issues (IBS.) heartburn, constipation, etc. my anxiety today is over the roof. i've been having weird symptoms, but try to brush them off & remind myself it's my anxiety.the one thing i've been worrying about, is my heart. i feel like i'm gonna have a heart attack!today i've been having very bad back & neck pain. but about an hour ago, i had a quick shooting pain right in the middle of my chest. & now my chest in the middle feels achy off & on. i also have a bad spine, basically.can anxiety cause this chest pain? it comes & goes, varying on the day. some days i won't have it, other days i will.if not anxiety, could it be my muscles? i just need some reassurance please. it'll make me feel 10X better! i also was diagnosed with a heart arrythmia last October, but the cardiologist wasnt at all worried about it. he said it wasn't serious enough to treat or anything.maybe my stomach issues could be the cause of this? it mostly hurts when i move or lift my arms."
"Angina","Does this sound like angina, anxiety or worse......","Hi allAbout 3 months ago had a dull pain in testicle went Drs and being reffered for US of testes which I've had today and has come back ok other than an inflamed eperdemisAbout a week after going Drs (about 10/11 weeks ago) I started getting shortness of breath and tight chested so went A&E who done blood test, ECG and chest X-Ray and all come back fine. was told it was muscular or anxiety and was merely a panic attack.Since then I have had several blood tests for various things and all come back fine other than a raised ESR (which I would assume is related to today's result of the eperdemis). Have also had a Ultrasound of my kidneys, prostate and bladder but again all come back fine. Have had a camera down my throat to check my larrynx and pharrynx but all fine. Had another ECG litetally a few days ago and again all fineHave being on a course of Cipholexen and Doxycycline whilst waiting for the Ultrasound of my testes and was given omeprazole and ibuorofen incase chest was muscular for a week but DR didn't want me to stay on ibuprofen.I have spent hours online looking at things and have convinced myself several times im having a heart attack or got heart disease so have been doctors about 10 times and seen 3 differnet doctors who tell me its in my head.I get occasional pains left, middle and right side of chest occasionally. Some weird like stitch like pain in my left side/hip area which I've never felt. I am also having light headedness daily which is annoying me now aswell as my left arm feeling heavy sometimes. Obviously dr google says these arw heart attack warnings but every doctor I have seen has saidbecause the pains come and go even when I am watching a film it isn't heartI am only 28 with no history of heart problems really other than my Grandad who passed away afterafter having heart attack.this all stemmed from going doctors about testicle pain up until then everything was perfect.I have being given sertraline 50mg and some diazepam 2mg and told to take this for a few weeks and see if it gets any better as it stands I am now on 4th day and feel worse. I have also got a CBT appointment over phone in 2 weeks time but I still dont know whether this is a physical problem or not.I have 3 children, Christmas is approaching and I am currenlty off work because of this. I am pretty scared about having something happen and leaving my partner with the children by herself. I will also add one of the doctors I been seen specialised in cardiology and has said repeatedly it isn't heart but my head says otherwise."
"Angina","Costeochondritus","Hi does anyone out there get this and if so could you give information on how it effects you, how it starts and how long it lasts.What helps to ease it and can you replicate the pain.Have you had it for years or is it a relatively new experience, have you had a diagnosis from your GP or via Google.How many of you think its a heart attack and how many believe its muscular and nothing to fear.Do you think its anxiety related or an inflammatory condition.I am asking these questions so i can write a help page for an anxiety website to try and give a better picture of this from the sufferer's point of view.Thank you in advance for your help, when i have completed it i will definitely post the article on here."
"Angina","Need some reassurance, I feel like I'm losing my mind","Ok, I thought having more answers would put me at ease, but it just brings up more questions. Let me start at the beginning:I'm 5'3"" and currently 170-ish pounds. My diet isn't as healthy as I want it to be and I don't exercise much aside from walking and riding my bike around.It started about a month ago, while I was working. I hadn't been getting good sleep because of work-related stress and anxiety, and as a result my energy levels would drop off randomly during the day and I'd feel off-balance and sluggish. One day it got to the point where I couldn't focus and I felt like I was going to pass out, along with what felt like muscle tension on the sides of my chest, under the armpit, as well as shoulder/neck tension and headaches. Fast-forward to a couple weeks ago and I keep having headaches along with sluggishness, and making frequent trips to the bathroom to calm down. Of course, searching my symptoms only made things worse for me. It got to the point where, on Thursday of this week I felt a painful jolt in my chest, right over my heart, which was preceded by what I thought was a heart attack. I was breathing quickly, I was cold and had chills, I was shaking, my muscles from my face and chest to my belly were tight and spasming. My heart rate was elevated and I wound up calling 911 because I thought it was a full-blown heart attack. Once at the hospital I had tests done, including an EKG, D-Dimer and the usual blood work along with an X-Ray. To my (brief) relief everything was in the clear, my heart is healthy and I am at little risk for a blood clot (D-Dimer level was at 450.) Now onto today: I want to believe that what I'm experiencing is work-related stress, but I still have a sore muscle on the far left side of my chest, just below the collar bone and close to my armpit, it itches when my clothes rub against it and I have headaches that won't go away, even when I'm not at work. Not only that but I feel split-second aches in parts of my body, especially in my left arm, my legs and the right side of my groin.I'm still experiencing headaches, tiredness and muscle aches on the left side of my body along with itching on the far left side of my chest, along with another feeling; something I can't describe. It happens for only a second but then I feel weird, like I break out in a cold sweat for a second and it feels like my heart is being squeezed for a split second, though I wouldn't know what that feels like. I've felt this after walking briskly. Part of me wants to believe that it's not heart-related or angina-related since I've been to the hospital, but there's a nagging feeling in the back of my head that I'm not in the clear. I need reassurances here: Could this be angina related or is it just stress/anxiety? I don't want to go to the hospital again nor do I want to die. I'm losing my mind trying to figure this out."
"Angina","Hi there :) ","Ive been having chest pains on and off for 2 years now - some days im fine and others not so fine. Recently in the last month its become a lot worse as ive visited A&E twice with an awful racing heart beat and terrible chest pains - to the point where ive felt like i was going to pass out. The Drs did all the tests on me and could find nothing wrong with my heart or blood pressure. Ive been referred to the Heart clinic at the Hospital where ive been before - as had an Echo Heart test and 24 hour tape which both came back perfectly normal last year. I think ive got Angina as i do have all the symptons but the medical profession are dubious to say that is the problem - i know i need medication but finding it hard to get diagnosed. Has anyone else had this problem as im worried if it does get worse i'l be having a heart attack when i could have had medication to help. Thank you for any comments. Ive been having chest pains on and off for 2 years now - some days im fine and others not so fine. Recently in the last month its become a lot worse as ive visited A&E twice with an awful racing heart beat and terrible chest pains - to the point where ive felt like i was going to pass out. The Drs did all the tests on me and could find nothing wrong with my heart or blood pressure. Ive been referred to the Heart clinic at the Hospital where ive been before - as had an Echo Heart test and 24 hour tape which both came back perfectly normal last year. I think ive got Angina as i do have all the symptons but the medical profession are dubious to say that is the problem - i know i need medication but finding it hard to get diagnosed. Has anyone else had this problem as im worried if it does get worse i'l be having a heart attack when i could have had medication to help. Thank you for any comments. "
"Angina","Chest Pain and Fatigue: Angina or something else?","Hello, I've come here because recently I've had no one to turn to about this. For around a month I've been experiencing sharp, sudden chest pains or discomfort in the center or left side of my chest. It will sometimes come from physical activity or when I'm at rest. I have Congenital Adrenal Hyperplasia, which has one of the main causes of death in patients as a type of cardiac issue. However I have no family history of any heart disease. The pain has also come shooting down my left arm and hand, and sometimes I get sudden pain in my ankles. A few nights ago, I woke up from a deep sleep to my heart beat racing and pounding in my ears and chest. With the exception of that event, my usual blood pressure is normal or just above average, but not exceeding any higher whatsoever. I am not quite sure how to deal with this currently, so I'd like to know if there are some things we couldn't rule out or pay more attention to.Thank you.Hello, I've come here because recently I've had no one to turn to about this. For around a month I've been experiencing sharp, sudden chest pains or discomfort in the center or left side of my chest. It will sometimes come from physical activity or when I'm at rest. I have Congenital Adrenal Hyperplasia, which has one of the main causes of death in patients as a type of cardiac issue. However I have no family history of any heart disease. The pain has also come shooting down my left arm and hand, and sometimes I get sudden pain in my ankles. A few nights ago, I woke up from a deep sleep to my heart beat racing and pounding in my ears and chest. With the exception of that event, my usual blood pressure is normal or just above average, but not exceeding any higher whatsoever. I am not quite sure how to deal with this currently, so I'd like to know if there are some things we couldn't rule out or pay more attention to.Thank you."
"Angina","fell, shoulder xrayed, pain under breast now think it could be angina.","Fell, left shoulder xrayed at hospital, pain from arthritis in shoulder, but on leaving hospital had chest pain around heart, thought it might be a fractured rib. Am due to see a orthopaedist in a few weeks, probably for cortisone injection to shoulder and knee, but after coming here am beginning to think angina. Will make a appointment tomorrow with my internist. Taking a adult aspirin immediately and one every day until I see him Tried to avoid all pain meds except on skin.. Now I realize the shoulder pain could be part and parcel of the angina as well as the chest pain. Considered going to the ER again this a.m. but held off thinking I'll call the internist tomorrow first thing. My knees went a while back so I have been unable to do any real exercising for 2 months, which is pool just as well. Only doing water walking and hot and cold pool at the YMCA no bycling or walking except to stretch the injured knees. I was aware of the shoulder and chest issue but was ignoring it before the fall. You don't always take pain seriously at my age which is 82. People say I look 20 years younger, so I pooh, pooh my condition to myself, figuring its better to be positive than whiney. Now while I'm not afraid of death, I figure I best take better care of myself. People where I live are dropping like flies, though it is supposed to be active adults over 62. Family tend to die in their 80's, mother at 89. Everyone buys the farm sooner or later. Prefer it to be a bit later. Brother died of strokes in mid 80's. Am glad I checked in here, haven't for a few years. I appreciate this site.Fell, left shoulder xrayed at hospital, pain from arthritis in shoulder, but on leaving hospital had chest pain around heart, thought it might be a fractured rib. Am due to see a orthopaedist in a few weeks, probably for cortisone injection to shoulder and knee, but after coming here am beginning to think angina. Will make a appointment tomorrow with my internist. Taking a adult aspirin immediately and one every day until I see him Tried to avoid all pain meds except on skin.. Now I realize the shoulder pain could be part and parcel of the angina as well as the chest pain. Considered going to the ER again this a.m. but held off thinking I'll call the internist tomorrow first thing. My knees went a while back so I have been unable to do any real exercising for 2 months, which is pool just as well. Only doing water walking and hot and cold pool at the YMCA no bycling or walking except to stretch the injured knees. I was aware of the shoulder and chest issue but was ignoring it before the fall. You don't always take pain seriously at my age which is 82. People say I look 20 years younger, so I pooh, pooh my condition to myself, figuring its better to be positive than whiney. Now while I'm not afraid of death, I figure I best take better care of myself. People where I live are dropping like flies, though it is supposed to be active adults over 62. Family tend to die in their 80's, mother at 89. Everyone buys the farm sooner or later. Prefer it to be a bit later. Brother died of strokes in mid 80's. Am glad I checked in here, haven't for a few years. I appreciate this site."
"Angina","Angina and Depression?","my 94 year old grandfather has had angina since age 55. His mood is low. He seems to want to die. Do GP's have a duty to assess sufferers for depression? Is there guidance on this?The 2 conditions seem to go hand in hand so I am wondering what the duties of medics are in assessing depression.The poor old gent also has been suffering for many years with bronchitis (probably as a result of pipe smoking).I am grateful for any info. "
"Angina","Do you know Australian Regulators Plan Improved Patient Access for Prosthetic Medical Devices","The Australian healthcare system is compounded with a blend of public and private sector health service providers with a scope of financing and regulatory components including three levels of government; the Australian, State/Territory, and Local."
"Angina","Viagra for Angina","I was diagnose with clogged arteries over a year ago. I even had a stent put in because one of my arteries was ecluded. I still had stable angina every time I did some for of cardio activity or is I ate something with sodium. I started using Nitroglycerin patches and even have the pills just in case my angina episode occurs. I had a date and I read online that you can't take viagra and any nitrates cause it can drop your blood pressure really low. So I stopped using my nitroglycerin for about 48 hours so I can take the Viagra. I noticed that I wasn't having chest pains a few hours after I took the viagra. Then I didn't have angina for over a day. Once I felt a little chest pain, I took another viagra and no angina. I've been taken viagra for over 2 weeks and no angina. I even have been doing cardio with no chest pain whatsoever. I told my cardiologist this, but she says that it was not good and I should stop immediately and start using the nitrates again. But she didn't give me a good reason to stop. I have no angina whatsoever. I was wondering has anyone else tried this? If so, have you found any pros or cons? I can't find anything and I've read that viagra was originally to prevent angina. I want to keep taking the viagra but I don't want to damage the heart either, Help please. Thanks"
"Angina","Only 1 episode of chest pain yet told he has angina. Now going for angiogram and possible stents","My husband had an episode of severe chest pain when working abroad. He had been swimming 'hard' for 30 minutes or more and giving all he had. A friend took him to hospital where they decided he had angina. From that day he has been taking meds but has had no pain (despite ignoring the Dr and going back to swimming - just not quite as hard as he had been). On return to UK our GP reduced the number of tablets he was on and he was still fine. Tomorrow he is having an angiogram and if necessary stents. I am finding it really hard to accept he needs this intervention as he has had absolutely no problems before or after that one episode. It scared him enough to make lifestyle changes and he has already lost over half a stone. Personally I feel it is an overreaction (because he is being seen privately) but everyone else tells me I am wrong. He is a 'big bloke' and I know people look and think 'high cholesterol' (his is in fact low). He has had a thyroid problem which is also being checked out and I wonder if the recent raised reading is a result of some of the medication he was taking. He is absolutely fine at the moment. I guess I don't see there will be a benefit to this intrusive action tomorrow..............Sorry I know I go on and on ...just having a problem accepting there is anything wrong I guessMy husband had an episode of severe chest pain when working abroad. He had been swimming 'hard' for 30 minutes or more and giving all he had. A friend took him to hospital where they decided he had angina. From that day he has been taking meds but has had no pain (despite ignoring the Dr and going back to swimming - just not quite as hard as he had been). On return to UK our GP reduced the number of tablets he was on and he was still fine. Tomorrow he is having an angiogram and if necessary stents. I am finding it really hard to accept he needs this intervention as he has had absolutely no problems before or after that one episode. It scared him enough to make lifestyle changes and he has already lost over half a stone. Personally I feel it is an overreaction (because he is being seen privately) but everyone else tells me I am wrong. He is a 'big bloke' and I know people look and think 'high cholesterol' (his is in fact low). He has had a thyroid problem which is also being checked out and I wonder if the recent raised reading is a result of some of the medication he was taking. He is absolutely fine at the moment. I guess I don't see there will be a benefit to this intrusive action tomorrow..............Sorry I know I go on and on ...just having a problem accepting there is anything wrong I guess"
"Angina","crypts on almonds","crypts on almonds.There are holes on my almonds. ""crypts"" that sometimes fill ""stones"" with food. I remove them regularly by hand, but is it safe? should I remove almonds? it happened so after angina crypts on almonds.There are holes on my almonds. ""crypts"" that sometimes fill ""stones"" with food. I remove them regularly by hand, but is it safe? should I remove almonds? it happened so after angina "
"Angina","Help not coping well with my pain from osteoporosis /stress / causing. Angina pains also CKD ","im 80 years of age ,and it’s all getting to much for me <& would appreciate any advice offered . im 80 years of age ,and it’s all getting to much for me <& would appreciate any advice offered . "
"Angina","Other than symptoms, how do angina attacks make you feel?","I have had 2 yrs of issues with angina which earlier this year was labelled as Prinzmetal angina. I go through period - often months with nothing but then it starts up again. I still have no idea what sets it off. My question is; other than the actual symptoms during the attacks, how do you feel following them. In my case, I am totally weak & zapped of energy and just feel totally rubbish which can last through the next day too. I'm just curious to hear other peoples experiences I guess. "
"Angina","Angina","Hi I have been having pain in my chest for several weeks and now on slight walking .I have a job with a lot of pressure while attending GP he feels I have angina -and has provided GTN .The pain is not terribly sore but it's there "
"Angina","Has anyone suffered side effects coming off Capitopril","I've stopped taking Capitopril because doc.says not workingI've stopped taking Capitopril because doc.says not working"
"Angina","Nightmares causing chest pain","I have prinzmetal's angina and lately I have been getting chest pains at night after a long spell of not having them at night. I would have blood pressure spikes but not chest pains. when I have a very intense dream or nightmare I wake up with a chest pain and it seems like it's been getting more often. does anybody else have this? it's really upsetting me as I need to get dental procedures done and my stress level is Sky High because of the pains at night happening more often.I have prinzmetal's angina and lately I have been getting chest pains at night after a long spell of not having them at night. I would have blood pressure spikes but not chest pains. when I have a very intense dream or nightmare I wake up with a chest pain and it seems like it's been getting more often. does anybody else have this? it's really upsetting me as I need to get dental procedures done and my stress level is Sky High because of the pains at night happening more often."
"Angina","Angina or something else?","Hi,I have started going to a gym to train and get my stamina since i was feeling that when climbing up the stairs fast my heart was racing a lot.The thing is that today after some training i started to have jaw pain and yesterday felt some hand pain as well. I'm scared that all of this may be angina. Yesterday i went to the gp and i told him that i have chest pain and hand pain (since that was what i was feeling) and he said that the chest pain is coming from the ribs because when he pressed at the area it hurt.The jaw pain continued for a couple of minutes after training and even while i was driving then after eating it stopped. I'm really scared it may be a heart related problem and since i had chest xray, multiple ecgs, echo cardiogram and blodo work about 3 months ago, I don't know what i should do at this point.Thanks"
