"label","discussion_title","discussion"
"Stroke & Tia","Left side stroke and heart attack together","Hello all, I really want to know your stories. Some time ago my dad, he's 55, suffered a stroke and a heart attack together. As it turned out, it all started in the heart, but somehow he didn't notice and went to his brain. Now 35% of his heart is damaged, there's a blood cloth left is his heart, but they're trying to get it out with medicine as other procedures are too risky due to his condition after stroke. He has trouble with his right hand and some of his face, but he can move everything, walk, he can't talk, only a few words, understands everything and can read and write a little. It's only been two days!All in all everything is like a miracle. Having in mind he suffered two life threatening events at once and can walk and think and understand is amazing.I was wondering, has anyone of you suffered something similar? Has your speech recovered?Thank you"
"Stroke & Tia","Stroke Story - what to expect?","Hello, I would like to explain the events that occurred about 1 week ago today & hopefully get some insights and comments!My Uncle, who is/was a healthy 59 year old male, woke up the next morning after being the MC of a wedding, after coming out of the shower, he sat down on a chair after feeling light headed before passing out.  He was able to regain consciousness and walk down to an ambulance that was called for him.12 hours later he was having brain surgery.As some background, he had been complaining of a headache that seemed to come and go for the last week, there was a sense this could be worse than your usual headache, but stubbornness and whatever got in the way and a doctors visit never eventuated.From what I could understand from the Stroke director and surgeon, the cause was a burst aneurysm, which was apparently a big one.  Somehow (i dont understand much from else from here) a clot formed.  WHen the aneurysm burst i dont understand either.But apparently when the surgeon when in to remove the blood clot they were unable to because it had hardened.  The clot had obviously formed a few days ago and travelled along until it couldnt go any further.But my uncle was admitted to hospital around 10am on Sunday morning but wasnt operated on until later Sunday night, so I guess my first question comes there, if it was a complete blockage wouldnt that warrant emergency surgery?  Would you be able to assume given surgery was put off til later that they wer able to get medication in there to reduce the blockage?Anyway,  so the surgeon had to improvise i suppose, given they were unable to remove the clot, so they cut off vessels surrounding the clot to force a rupture of the clot and that was successful.  THe blood was stopped here for roughly 5 minutes.  I guess that type of method would be  a last resort as who knows what type of damage and to how much of the brain that would have caused, but thats what needed to be done.   I assume only a neuro surgeon would have the right insights on this point, but if there are any of this forum, I would love to know and understand the medical science and methods behind that.So the surgery finished, in about 3 hours & he occupied the ICU for about 8 days.He was obviously heavily sedated until about day 4 or 5 and by day 6/7 he was opening his eyes and holding hands with family, but no talking and no movemnt at all on theright side.The right side of the brain was affected and the stroke director did comment that speech would be affected, but they were not sure by how much and that they were not sure how much impact there would be to the movement of his right side.The good news is that by day 8 he had been moved to the neuro ward, and out of the ICU.Today was day 9, and he seems to have come to some sense at this point, he recognises family, he has been crying and trying to talk, noises come out and you can see the frustration because he knows what he wants to say but just cant.So for the experts, what does that indicate so far? is this normal? Given that it seems he knows what he wants to say but cant, does he need to learn how to talk again?He understands what has happened and when the nurse writes things on a notepad, for eg. poke out your tongue or hold up your arm, he follows perfectly.It's such a shame that this can happen to a 59 year old, but thats life hey.Would love to see some insights and comments to help me understand a bit more.Thanks"
"Stroke & Tia","Lateral Medullary Syndrome (wallenbergs Syndrome) can you help me?","I had a stroke last July,long story short was told my type of stroke was on the brainstem,and is quite rare.............lots of problems which are still with me since july.Would like to know if anyone else out there has had the same type of stroke and how they have been dealing with all the symptoms and are they actually improving or like me feel like your having a groundhog day everyday x"
"Stroke & Tia","TIA? Blood Clot? Something else?","Hello. I'm a 66 year old female, diagnosed with CLL (chronic lymphocytic leukemia) three years ago. I'm untreated, on ""watch and wait"", as my only symptoms have been my lymphocytes and white count.About 6 weeks ago, I noticed that I was having difficulty reading; it was hard to concentrate on the words, and it seeme as if the right side of the words were smudged or blurred. This scared me to death, so I looked in the mirror and did all the typical tests for stroke/TIA. There was no drooping, etc., but the right side of my face appeared blurred in the mirror. My husband took me to the hospital, where I stayed overnight and they did every test possible - CT, MRI, blood work, several neuro workups; nothing at all showed up.The doctor's best guess was that, due to my CLL, the viscosity of my blood might have caused a brief sluggishness and somehow kept blood/oxygen reaching the area of my optic nerve.  He put me on Plavix. My primary doctor sent me to a retina specialist; he found nothing wrong with my retina but believed that the problem was not ""viscosity"" but instead a tiny embolism.  My oncologist agreed, pointing out that cancer patients can be subject to blood clots, and I've stayed on the Plavix.Last night, I had another brief (a few minutes) similar spell; hard to concentrate on blurry words while reading. I didn't really notice the blurring while looking in the mirror, however. It seems to me that, just before I noticed the reading difficulty, I had a hard time enunciating a few words - again, vey brief. (In retrospect, I think this also happened very briefly the first time, though I attributed it to my fear.) I have a scheduled appointment tomorrow with my primary physician and will ask about this. I have been under pretty high stress this week over separate issues.Has anyone experienced anything like this? I wonder what it means that I'd have  the same odd symptoms (eye, possibly speech) twice. And, the second time, while on Plavix?Any and all opinions and experiences are welcomed!"
"Stroke & Tia","Mini stroke - vision","My 76 year old mother had sudden loss of half of her vision in one eye. It came on suddenly and she said it was like a line across her vision with the bottom half blurry. We went to the ER and she had a clear CT scan. The ER diagnosed her with a mini stroke and wanted to admit her. My mother is difficult and refused. She also had a mild headache afterwards. Has anyone had similar symptoms that either were or were not a TIA? Any advice is appreciated."
"Stroke & Tia","TIA or not","hi there 4 months ago I had been out clubbing with my husband and friends and family I hadn't had much to drink walked home fine needed to use bathroom walked upstairs fine come down a few minutes later with a headache  didn't think anything about it felt hot so went outside sat on the front step reached for my cigarettes in my back pocket and found myself falling backwards I managed to get my husbands attention but I was unresponsive and slurring my words my husband says I was saying my heart over and over again he was scared and phoned 999 paramedics came and I was taken to hospital I recall one of them saying looks like a TIA but at the hospital the nurse said I was just drunk I knew I was not as only had a couple of drinks, 4 months on I have been having heart palpitations and doctor not doing anything."
"Stroke & Tia","Mothers TIA in 1999, symptom relieved by draining pints of blood?","HiI dont know where to start really so going to just jump in.My mum had a TIA back in 1999. Her main symptom at the time was complete loss of balance.  MRI/CT? showed it to be a TIA. She was in hospital for almost 3 weeks.  She had hypertension since my birth after pre-epampsia (over 25+ years before this point)While she was there she was assessed as having ""too much blood"" and the decision was made to draw some to see if it would make any difference.  So minus 3 pints of blood over a few days, she was a lot better.  Weak, tired but her balance literally improved as the pints were removed.I cant ask her as she died in 2007 in short due to heart, lung and kidney failure.I am now facing a myraid of health difficulties myself so am trying to work out what might be relevant to me to seek full information in advance of my consultants appointments.Thanks for any help in advance"
"Stroke & Tia","Aftermath of a stroke","Hi everybodyIt's been a year and a half that I suffered a (fortunately mild) stroke in Paris, France, where I live. Fortunately there are no after effects physically. But the head continues to work sometimes badly. Sometimes, I am walking in the streets and I feel like if I was going to faint. It scares me a lot. I am seeing a psychiatrist which helps but not enough, at least that is what I think. I go to the doctor often for check-ups and nothing to be scared physically. I am going to see a neurologist in April for a brain check up.My question to readers, and eventually to doctors, is why this is happening? Why does my brain goes on scaring me? How could I do to stop having bad thoughts and being scared?If someone could give me some help I'd appreciate.Thank you for reading and eventually answering.All the best to all of you.Fayçal Benhassain"
"Stroke & Tia","Eye stroke? ","I've been out of the hospital (went in for blood clots in lungs) for a week and now I'm feeling something odd.  A day ago my forehead felt heavy, for lack of better word, and now my right eye feels like something is lodged in it, towards the back of my eye. The vision in my right eye has always been blurry but this feels different.  Could it be an eye stroke or some other eye problem?  I'm on blood thinners currently as well."
"Stroke & Tia","Spacing out, not able to hear or speak?","It happens occasionally, where someone is talking to me and i cant hear a thing they are saying and im unable to reply. It only lasts around 30 seconds. I am only 18 also. any ideas?  thanks"
"Stroke & Tia","Was it possible i had TIA?","One night a few weeks ago while i was on video chat with my friends they had noticed i suddenly became very quiet when talking as though i was ""falling asleep"" i apparently became confused at words and unable to think and say everyday words it was then they noticed my right eye was ""slooping"" it had looked like my right side had all fallen down,they had started to panic and were tying to get ahold of my parents since i apparently wasnt fully aware of what was going on to yell for help myaelf but after about 10mins everything started becomming nornal again, i was still confused and my eye was still slightly more down then the other and it simply looked like my other side of my face was swollen compared to the rightside but since i was able to talk again and that i simply decided to go to sleep.The next day my parents and my pharmacist noticed the difference on the right side of my face and got me to phone and make an appointment with the doctor who then later on phoned me, i told him what happened and how my face wasnt still 100% normal but he decided because im only 23 that it was impossible i had a stroke or TIA and refused to check me over.Everything is back to normal and i havent had another episode of whatever had happened and when i was talking to a friend about it all they said it def sounded like a stroke even when i saw another health specialist they were appalled the doctor never saw me to check me over after what i had expirenced and now im wondering did i have a TIA or was the doctor correct in not seeing me because om apparently too young for such a thing?"
"Stroke & Tia","stroke caused by being in an induced coma","what would cause this? put in an induced coma for double pneumonia and now being told she has suffered a severe stroke"
"Stroke & Tia","Have I just had a stroke ? ","I'm in the middle of getting diagnosis for acid reflux / lung infection / pins - needles etc through doctor who had listened to my chest , heart and lungs today I was out and about and suddenly I became completely overwelmed with spaced out / dizzy / head rush - sweating and hot head and then a numb face I managed to get home and sat down and it subsided I called 111 and spoke to a nurse who simply said go back to doctor I don't know if I should rather just go a and e "
"Stroke & Tia","Share you TIA experience with me!  Is mine atypical like doctor says?","I'm female in early 30s. Good health.  A few weeksI was standing in a shop, standing squarely, facing forward. Feet firmly planted. I had not just gotten up or anything. I had been looking at an object for a few minutes.Suddenly (and it all happened in about 15-30 seconds) my left leg started side stepping repeatedly, making my stance wider and wider. In those few seconds my brain literally thought ""why is my left leg stepping out to the side without me telling it to?"". Then I realized what was happening. My leg was not moving of its own accord. It was losing it's ability to hold me up and shuffling out as it was collapsing.  I was sinking down into my left side. I think my leg possibly was trying to support me but it was like it was weak and I slumped over the side and was weak for a moment. Like that side couldn't hold me up. I never fully collapsed as after a few seconds I snapped out of it.  I didn't feel like I was going to pass out. It was completely different. There was no darkness closing in around me. I was not fainting. I've had that feeling once as a child. It was not this. It was like I didn't have command over my body for a moment and it was weak.Afterwards I was tired and legs felt heavy for an hour.Later I decided to go into the hospital and get checked. When he gave me normal routine exam, touch his fingers my nose etc I passed perfectly. They ruled out a stroke and the doctor was very adamant that it could be MS and said I would need to get a follow up.  A week later I had an MRI of my spine and neck. Nothing.My two questions are:1) My neurologist also said **you cannot have a TIA where your leg doens't fully collapse. He said if I had had a TIA, my leg would not have been able to hold me and I would have collapsed to the floor on that side.  Is it possible to not collapse all the way? If felt like I was collapsing slowly, but then I snapped out of it and was able to stand again.  He also said you can't hold a position like that parallel to the floor for a few seconds. I'm just not sure and wanted to see if anyone has had a TIA or stroke and had leg weakness and NOT collapsed.  2) He also implied you shouldn't be able to 'think' while having a stroke. I was able to think ""why is my leg moving without me telling it to"". ANyone else been able to have higher order thought during a stroke?Thanks so much. Just wanted a second option here.  It was scary what happened and I'm trying to make sense of it. Report this 0 "
"Stroke & Tia","Post Stroke complications","I am now 7 years post stroke, having had several TIA's and taking Warfarin. In recent weeks I have noticed a numbness in my left foot and leg and I am getting more confused. This morning I can't remember what day it is, are we going shopping, hospital for appointment etc. Has anybody else experienced this?  is it another TIA?  I am now 7 years post stroke, having had several TIA's and taking Warfarin. In recent weeks I have noticed a numbness in my left foot and leg and I am getting more confused. This morning I can't remember what day it is, are we going shopping, hospital for appointment etc. Has anybody else experienced this?  is it another TIA?  "
"Stroke & Tia","Doctor thinks I've been having TIAs","I've been having issues with skipped heartbeats, irregular beats, for about 3 or 4 months now.  This has been multiple occurrences daily.  It started in May, after I thought I might have had a heart attack.  I was in the middle of nowhere, driving, going to clients homes and I got a pressure in my chest, like a band going across my chest.  I thought it might be my bra, and was trying to readjust it, but no matter what I did the pressure stayed.  Then I got a very bad pain in my back, between my shoulder blades.  Since I'd been driving a lot that day (typical for me), I thought I might have just been putting a strain on my back, and tried to sit straighter, hoping that it would help.  Then I got a pain in my jaw, and right shoulder, and down into my arm.  I called the office, and asked them to look up heart attack symptoms in women, and explained what was going on.  Since I was in the middle of nowhere, no traffic, no houses, and had no way to describe where I was, as I was on some backroads, I decided to keep driving.  It stopped after about a half an hour.  But ever since then, I get these daily skipped heart beats.  I've had chest pain a few times, which resulted in visits to the ER or to Urgent Care.  But by the time I get there, they've stopped.  But I've had 3 instances in which I lost vision in my left eye.  It just came on suddenly, like this greyish, almost no color film came over my vision.  The first time it happened, I thought I might be having an occular migraine, as I've gotten one in the past, but this didn't have the zigzagging lightening in it and it didn't move when I would look around, like it did then.  It was just sort of there and stayed there.  Then after about a minute or so, it was gone.  The next two times were like that, too.  About 3 days ago, I was lying on the couch watching a movie and it happened again.  This time I had a blood pressure cuff which also measures my pulse, so I decided to keep track through it.  The highest my BP got was 134/72 and the lowest was 97/58.  My pulse ranged from 102 to 124 and was irregular a got bit of the time.  This time it lasted for almost 20 minutes.  I felt a pressure in my head and a tightness in my chest while it was going on.  I also felt dizzy, kind of like I was going to pass out, but I didn't.I have a cardiology appointment on Monday, but my boss asked me to follow up with my doctor to make sure I was okay to wait until Monday.  It was his half day so they had me go to urgent care in case it was retinal problem.  The doc in Urgent Care said he thinks it is TIAs, that I'm having classic signs, plus with everything else going on, and that I am high risk for getting them, since I have a history of DVTs and pulmonary embolisms.  I had been off my blood thinners for two years, due to no insurance.  I earn too much for assistance, but not enough to pay out of pocket with a pre-existing condition.  I asked the urgent care doc if it could just affect my vision, and he said it could, if a small piece of clot broke off and went to the occular veins, that it would block my eyesight until the clot finally moved and then my vision would come back.  So, what can I expect at the cardiologist on Monday?  I know the ER doc that referred me wants me wearing a holter monitor and mentioned that I would need a stress test.  But he didn't know about the visual issues, because I didn't equate them with my heart issues.  Urgent Care doc told me to make sure he checks my carotid artery.  But other than that....any other tests?  "
"Stroke & Tia","My right arm feels cold","Nearly 3weeks ago I had a fall and badly sprained my ankle, not able to walk yet as bruising &, swelling not gone down. Three days ago I awoke with a tingly feeling in my hands and legs, no pain and though my legs feel ok I cannot seem to get my hand warm. Could this be associated with my fall and not being mobile yet although I move around on my hand and kneesNearly 3weeks ago I had a fall and badly sprained my ankle, not able to walk yet as bruising &, swelling not gone down. Three days ago I awoke with a tingly feeling in my hands and legs, no pain and though my legs feel ok I cannot seem to get my hand warm. Could this be associated with my fall and not being mobile yet although I move around on my hand and knees"
"Stroke & Tia","Had stroke in August","I am 62 yr old woman had a stroke in AUG  I wanted to know if there are any other ladies who have had strokesI have had no follow up from my gp nor the hospital why is there no stroke clinics like there are diabeties clinics I FEEL I HAVE BEEN ABANDONED by the so called doctorsThere has been no help at all for me"
"Stroke & Tia","Stereotypical Tics after a stroke","Hello, I wanted to know if any of you kind people have any answers for me. if you have heard of or had :  delayed onset of stereotypical tics such as lips smacking after a stroke?What is the treatment options you have had? Any idea if it resolves? Is it self limiting?I have tried to look all over with very limited information.Thanks for any help.Best wishes,Kunnal. "
"Stroke & Tia","Is this a stroke? Losing my mind....","I was working on my truck yesterday evening, trying to prop myself up to get at a part when I got a sudden rush of dizziness that lasted all of a few seconds.  I felt a bit better after, but this morning I felt very dizzy and off balance, but I could still feel my face, could still smile and I could move my limbs.  I'm still feeling it a bit, but it gets worse when I look down.  I'm 26 years old, 175 lbs and have been diagnosed with GAD and I had been stressed out and only got a few hours of sleep the previous night.  If it's not a stroke, what else could cause this?I was working on my truck yesterday evening, trying to prop myself up to get at a part when I got a sudden rush of dizziness that lasted all of a few seconds.  I felt a bit better after, but this morning I felt very dizzy and off balance, but I could still feel my face, could still smile and I could move my limbs.  I'm still feeling it a bit, but it gets worse when I look down.  I'm 26 years old, 175 lbs and have been diagnosed with GAD and I had been stressed out and only got a few hours of sleep the previous night.  If it's not a stroke, what else could cause this?"
"Stroke & Tia","Did I have a TIA? ","Hi all, i'm a 34 year old healthy woman and i don't take any medication. blood tests were normal besides some lack of iron/vitamin d and a little higher platelets than normal..nothing serious. 2 years ago, i woke up in the morning with a really bad taste in my mouth & felt nauseated all day, nothing helped.. I went to this restaurant and it got better. Started telling someone a story from years ago and in the middle of the story i felt like the details blacked out, as if i couldn't remember the rest of the story, and in the same time i kind felt one of my ears was losing it's hearing (not totally), this event only happened for like 20 seconds or less and everything came back...altho i did feel tired and sickish and weak a few weeks after that..with bad diarrhoea. Yesterday i was telling my husband a story that happened yesterday night..and same thing almost - the rest of the story blacked out...it took me 20 seconds to remember it... I was fully aware of everything...and i had no other symptoms besides the blackout of the rest of the story this time.Both times it was before i had some serious bowel movements...i don't know if there is a connection to that.Is this weird? Does this sound like TIA? very scared...need advice..."
"Stroke & Tia","Heavy arm and tingling, is it urgent....?","My 96 year old mum’s GP thinks she may have had a mild TIA 5 days ago. She felt fine afterwards but yesterday and today has felt a heavy and tingling left arm. Her GP did some tests on her on Thu just gone, she is booked in for future tests at the hospital on Wed. Does she need to be seen before then does anyone think (she’s no previous history of vascular problems, but her other son died of vasculitis/ brain haemorrhage).....?"
"Stroke & Tia","Did I have a stroke, and would I be feeling after effects 3 years on?","I am 58 - quite heavily overweight (but had weigh loss surgery 10 years ago).   I work in a professional office in quite a busy, stressful and responsible job - which centres around copywriting, I  have always been articulate- which obviously makes my concerns even more worrying.  I have had (in the past three years) some very emotionally devasting personal problems in my marriage too.About three years ago I think I may have had a small stroke - I am not sure.  I was standing in my kitchen talking to husband, and all of a sudden a lost balance completely, felt very very sick, i grabbed the tap as I felt the whole world tip upside down, I kept saying to my husband that I felt really really ill, I think my legs were going to give way and I think I may have tried to be sick in sink.  After a minute or two it subsided and I managed to get to bed but I was left with an horrendous migraine that lasted a couple of days and felt very washed out.Skip to present day - I now find that I am forgetting how to pronounce words - or they come out slightly wrong, and I am also forgetting words in the middle of a sentence.I don't know if I had a stroke, or I have dementia or its stress...?  Any thoughts?"
"Stroke & Tia","Signs of a stroke?","Hi I recently went to my GP as was told I more than likely had carpal tunnel syndrome after a work medical  (I work with jackhammers etc) upon seeing the GP my Doctor says he didn’t agree with the diagnosis and suspected something a bit more sinister (a stroke) my only real symptoms are no grip strength in right hand and unable to extend toes on right side! I have an urgent MRI booked for tomo but can anyone give me any ideas what it could be? Thanks "
"Stroke & Tia","TIA","My dad was admitted to hospital last night after suffering nausea, sweating, loss of balance and not being able to stand. Thankfully we brought him home today and he seems his usual self pretty much. He had an MRI which showed nothing abnormal, he will have a follow up appointment shortly but in the mean time has been put on blood thinners and as a precaution statins. Is this usual? His blood pressure is always up and down but he checks it regularly they haven't put him on blood pressure tablets at all. Just after knowing if the tablets given is usual and what to expect now really? Thank you. Oh and he's 85 and in good health My dad was admitted to hospital last night after suffering nausea, sweating, loss of balance and not being able to stand. Thankfully we brought him home today and he seems his usual self pretty much. He had an MRI which showed nothing abnormal, he will have a follow up appointment shortly but in the mean time has been put on blood thinners and as a precaution statins. Is this usual? His blood pressure is always up and down but he checks it regularly they haven't put him on blood pressure tablets at all. Just after knowing if the tablets given is usual and what to expect now really? Thank you. Oh and he's 85 and in good health "
"Stroke & Tia","Mums Stroke","Hi, my mum experienced an evolving ischemic stroke 3 months ago. Intially when she was admitted to hospital, she was doing well. She had only lost some power on her left side, until 5 days later she took a turn for the worst and lost all abilty to communicate. She has made a great recovery and is back home, but she has been left with a commuication problem. She has the abilty to speak, read and write really well, but is unable to understand when someone speaks to her. She says she can just hear nosies but not words. We have invested in hearing aids in both ears as were were informed by the hospital that it could be a hearing issue. To our disappoitment, this has not made any difference. We are at a loss as to where we go next as we havent had much advice from the medical professional on this either. Has anyone experienced this? Is this likely to fix itself in time, or will this be something that will never repair? Any feedback would be great. She is 78 years old and was fit as a fiddle. Thanks."
"Stroke & Tia","Dizziness and nausea after stroke.","Two months ago I had a stroke that affected nothing but balance. The recovery is going slowly. I endlessly experience nausea and dizziness. Does anyone have the same symptoms? It will be very helpful to get any knowledge about the process of recovery. Thank you. "
