"label","discussion_title","discussion_link","discussion"
"Hypertension","Does anyone take both a -san and a -pril?","https://patient.info/forums/discuss/does-anyone-take-both-a-san-and-a-pril--731125","The -san drugs, like olmesartan, are ARBs.The -pril drugs, like lisinpril, are ACE II inhibitors.I just saw a really excellent video that describes the whole angiotensin system (in the context of ACE2 and COVID19 ...), and shows the different ways the -san and -pril drugs work.So I wonder if anyone takes both?A quick search suggests it is generally frowned upon as dangerous.Thanks."
"Hypertension","Covid 19 ","https://patient.info/forums/discuss/covid-19-730584","Could taking Losartan mitigate( lessen) the effect of being infected by COVID 19. if you are infected . It seems it does"
"Hypertension","Too much salt in my diet, need advice please.","https://patient.info/forums/discuss/too-much-salt-in-my-diet-need-advice-please--730933","I finally found a diet I can stick to without craving too much about other foods but the problem is that it contains a lot of salt, like 12 grams a day which is more than what is suggested by the doctors. But I knew that the sodium levels have to be balanced with the potassium levels so if enough potassium is eaten, then 12 grams of salt is not a problem, is this right or am I missing something?"
"Hypertension","Age 72 , Had normal to low BP until recently. What changed?","https://patient.info/forums/discuss/age-72-had-normal-to-low-bp-until-recently-what-changed--730446","All my life my bp has been excellent or too low no matter what my diet was like. My diet is now better than ever, I'm vegetarian and cook my own food from scratch, don't even buy canned soup. I think I have the diet that doctors recommend, don't smoke and not overweight at all. But I've been a couch potato last few years so now I'mgetting out and walking 40-60 minutes per day. After 2 months of walking it went from 166/80 to 155/80. Not much improvement. I really don't want to start on meds. I've made it this long without needing any. I feel like I should address the cause.Any ideas on why bp would shoot up just in last few years and any ideas on what I should try?"
"Hypertension","Amodopline","https://patient.info/forums/discuss/amodopline-711825","does anyone get leg cramps using this"
"Hypertension","Hypertension and Coronavirus/Covid-19 Vulnerability ... ","https://patient.info/forums/discuss/hypertension-and-coronavirus-covid-19-vulnerability--729971","I happened to run into a chap who I had gone to University with - low these many decades ago - and he (now a virologist) told me some interesting things about the current Coronavirus/Covid-19 situation that is currently gripping our globe. He is in fact currently working on this.(i) There is some doubt about the current test it seems - but then there is a lot of doubt in general it appears over the entire subject at present.(ii) He said - based on the articulated findings from China - that a common denominator in the deaths was hypertension. They currently believe this is key in the transference from Covid-19 to ARDS - and it is the latter which brings on - as I understood it from what he said - the increase in mortality.My Question - and one I haven't really been able to get answered is this:IF YOU HAVE HBP (and I've had genetic hypertension for decades - my own father having died at 42 because of it when I was nine - but have taken medication which has successfully controlled that same for 44 years) THAT IS KEPT UNDER CONTROL BY MEDICATION ARE YOU STILL IN THE HEIGHTENED VULNERABILITY CATEGORY FOR CORONAVIRUS/COVID-19 BY VIRTUE OF THE CORE HYPERTENSION?Does anyone know??? ... or does anyone know where I might go to get this query answered.I would be most very grateful to hear."
"Hypertension","HPB caused by kidney stones?","https://patient.info/forums/discuss/hpb-caused-by-kidney-stones--729816","Hello,I am 24 years old an I constantly have 150/100 blood pressure. I went to the doctor and said nothing is wrong with my heart or anything else. She gave me some pills and they indeed lower my BP. But my parents dont have HPB neither my siblings. I have like 6 small kidney stones in my left kidney (2mm-6mm) and some in my right kidney. Can these be a cause of my HPB? I am thinking that my kidney doesn't work properly due to the kidney stones. I also have serum creatinine 1.21 .Thank you."
"Hypertension","amlodipine","https://patient.info/forums/discuss/amlodipine-729593","hi why or how does taking amlodipine cause ankle swelling & sinus problems is there an alternative , Say taking Methylfolate & vitamin B2 riboflavin ."
"Hypertension","Trouble controlling BP ","https://patient.info/forums/discuss/trouble-controlling-bp-729543","Hi-I'm currently taking Olmesartan ( Benicar ) 40mg. and Chlorthalidone ( water pill ) 25mg. Tried adding Amlodipine in the past but it caused significant swelling of my feet and ankles.Also taking Prednisone for an inflammatory autoimmune disease ( PMR ) which has caused me to gain 25 pounds and this med and weight gain is obviously contributing to the problem but still have to get my pressure down.Pressure readings are between 160-170/ 90-100.Saw my PCP yesterday and he now wants me to start taking Metoprolol.Any good or bad experiences with it ?Thanks"
"Hypertension","Losartan / blood pressure","https://patient.info/forums/discuss/losartan-blood-pressure-729482","Last year I had a blood pressure drop 60/40 which I was taken by ambulance to the hospital. happened again once there.almost a year later needed bypass quadruple(4 weeks ago). Week after bypass, home doing well and blood pressure drop again 62/40, again hospital tests found nothing wrong with me to cause it. Have had a cough for a few years and read the Lisinipril I was taking caused cough and blood pressure drops.Yesterday doctor put me on Losartan 50 mg. Blood pressure today is the same as yesterday on Lisiniprill153/95No idea if this med should be helping me after 2 doses or not.really scary for me. any ideas would be helpful"
"Hypertension","Ambulatory High Blood Pressure","https://patient.info/forums/discuss/ambulatory-high-blood-pressure-724000","Hello,I am currently a 21 year old male.I've been told by my doctor that my blood pressure was relatively high about 2-3 years ago which affected my heart muscle quite a bit. I told the doctor I had high intake of sodium and oily food due to stress and my weight was an estimate of 92kg, at 1.79m tall. And we have been monitoring my condition since then, I did some couple urine and blood test as well as a sleep study. It all turned out to be fine, no particular problem found. Currently, I am not on any medication.Ever since then, I've been trying regular efforts to cut down on my daily intake of deep-fried food and salt. I have also lost some weight since then (approx 10kg since 1 year ago?). There was significant change in my blood pressure since then whenever I measured at home (130/90mmHg). However, whenever I measured it at the hospital before my appointment, it seems to hit 140/90 mmHg. I think it could also be the fear that I would find out that my health have deteriorated for the worst during my appointment which led to a spike.I've told my doctor about my concern and was scheduled a 24-ABP monitoring sometime next month. Now, I am worried that I will get overly nervous during my monitoring and somehow affect my results. What should I do?"
"Hypertension","I started taking Doxozosin 4mg and don't like it","https://patient.info/forums/discuss/i-started-taking-doxozosin-4mg-and-don-t-like-it-712281","I'm on several drugs (ABCD) for uncontrolled high blood pressure. The most recent addition is Doxozosin 4mg . Now I feel I have energy, and just want to sit down.I push myself to walk at least an hour a day because I know I must but at a much slower pace.I have also piled on a lot of weight and hate myself for it,I think it is the drugs that are making me feel so uncomfortable and sluggish.Dose anyone have any experiences with this Doxozosin drug ?Pat"
"Hypertension","indapamide?","https://patient.info/forums/discuss/indapamide--726834","i have been on candestarten for a few years now gradually being increased to 36 mg with no problems .My doctor felt that my readings were still highish top figure averaging 150 so has started me on indapamide 2.5..i have started getting a headache on and off,could this be a side effect ?"
"Hypertension","Carvedilol 6.25 prescribed for high blood pressure,patient without heart disease?","https://patient.info/forums/discuss/carvedilol-6-25-prescribed-for-high-blood-pressure-patient-without-heart-disease--725972","Hello,new here...45yo f,never been obese,non smoker non diabetic but have high bp likely caused by a former drinking habit,sober since 6.17.2019...for a while bp was kept down with 12.5mg HCTZ alone,recently started going up again(possibly due to taking ibuprofen 400mg at night for a month or so,which I've since stopped).Yesterday at dr's my bp was 160/113, was prescribed carvediol 6.26mg in addition to the hctz,wasn't told much about the drug other than it may lower my heart rate,but after researching it online and seeing that a ""very common"" side effect is heart failure(which I don't get,as the drug is actually used to TREAT hf in higher doses??)I'm more than a bit scared to try it.I'm in the US,uninsured,ineligible for Medicaid and reliant on the local county system,so ""switching doctors"" is unfortunately no option.And both Amlodipine and Lisinopril were ineffective alone and both caused hair loss,and I'm trying to hold on to a bit of my dignity as well as my health.(BP readings at home today are between 142/100 and 134/89.)Does anyone have experience with this drug?Is the side effect of hf because so many patients taking it already have pre-existing hf,or can it cause hf?Would appreciate any answers and info...thanks."
"Hypertension","Candarsatan 8mg","https://patient.info/forums/discuss/candarsatan-8mg-726897","HiI am wondering of others experience of taking candesartan 8mg, particularly any side effects. I have moderate high BP, started when I went through menopause. I tried Ramipril and Losartan before I settled on Candesartan. The others caused a continuous cough. However l, with this med, I still get a slight cough and nasal congestion.Has anyone else had this and what is the alternative. Fed up with feeling I've always got a cold.Thanks for your responses."
"Hypertension","High heart beats when sleeping","https://patient.info/forums/discuss/high-heart-beats-when-sleeping-726701","anytime i attempt to sleep, my heart begins to pound 30 minutes into sleep and it casuses pulse to rise, and then BP follows. The only way i can sleep is by taking 1mg Loza. Is there any natural solution to this sleeep disruption?"
"Hypertension","Severe joint pain caused by Candesartan for high blood pressure","https://patient.info/forums/discuss/severe-joint-pain-caused-by-candesartan-for-high-blood-pressure-41744","I have had my medication for high blood pressure changed to Candesartan as my last tablet wasn't having the desired effect. My hip joints especially are causing me agony at night. Has anyone else suffered bad joint pain while taking Candesartan and if so did it clear up when you stopped it?"
"Hypertension","High bloodpreshure. I have the flu , what can I take ","https://patient.info/forums/discuss/high-bloodpreshure-i-have-the-flu-what-can-i-take-724620","i have high bloodpresher, what can i take for the flu"
"Hypertension","Blood pressure reading","https://patient.info/forums/discuss/blood-pressure-reading-723233","Been getting reading from Tuesday last week it was 192/109, Wednesday - 201/102 Thursday 170/118 then same day 202/111 friday - 186/97 and Saturday - 177/104 sunday 159/126 , Monday 194/97 , tuesday 204/110 Wednesday - 191/116 today 185/105 . In a dilemma."
"Hypertension","Age 24- Side effects from BP medication ","https://patient.info/forums/discuss/age-24-side-effects-from-bp-medication-720425","Hello,I am 24 years old and suffer with essential hypertension (am otherwise fairly healthy).I am taking 5mg a day of Amlopidine.I have noticed the following affects:Is my lessened anxiety and increased sex drive possibly due to lowered blood pressure or is this placebo?"
"Hypertension","Anyone experiencing weight loose on BP medication !!!","https://patient.info/forums/discuss/anyone-experiencing-weight-loose-on-bp-medication--719952","Hello Everyone,I am 34 yrs old, 170cm, current weight 64 kg. I am on BP medication since August 2019 Enalapril (ACE Inhibitors) + Amlodipine (CCB). My doctor change my prescription From Amlodipine to Propanolol (BB) due to multiple side effects & Primary stage of Tachycardia. Almost 2 weeks with combination of Enalapril 10mg + Propanolol 10mg is going much better with a MILD tiredness, dry mouth, dizziness. Sometimes at night before bed-time around 10 pm, I feel so dizzy & nausea's which left me flat down in the bed. Within 15 to 20 min, it disappears. I have noticed that I am loosing weight since (September)I start taking BP Medication. Yes, I have controlled my food habits, stop smoking & alchohol almost 4 months due to High blood pressure. Have lost almost 7.5 kg. Does anyone experiencing anything like that ? ?Thanks In Advance !! "
"Hypertension","On Indapamide 2.5 mgs for 2 wks also got diverticulitis Tablets making me constipated - anyone else","https://patient.info/forums/discuss/on-indapamide-2-5-mgs-for-2-wks-also-got-diverticulitis-tablets-making-me-constipated-anyone-else-719777","Hi, I'm on Indapamide 2.5 mgs for high blood pressure for 2 weeks. The tablets are making me constipated and straining has now made weeing painful. I have managed to get the painful weeing under some sort of control but I'm more concerned with the constipation as I have diverticulitis which has been fine for a long while. I'm drinking at least 3 pints of water everyday and I've been eating All Bran the last week and today at long last it is working but now I've got diarrhoea-like stools !! Anyone else having this problem and will it all settle down in time."
"Hypertension","Age 24, high blood pressure","https://patient.info/forums/discuss/age-24-high-blood-pressure-718528","Hello everyone,So for around the past year, I've been having high blood pressure readings.It was picked up on a routine check at first, and was 140/90. I was told this was a bit high but nothing to worry about.On another appointment it was 145/95.I was then sent on further appointments, and my readings have varied from 140-168/90-100.Today it was 150/98!To add some context, I am 24 years old. I smoke socially. I do not take drugs. I exercise a few times a week. I do drink a few times a week (I love red wine).All of my blood tests and ECG tests are normal.I am being checked for hyperaldestronism to see if this is possibly the cause.The only other thing that might explain the readings is that I have slight sleep apnea (very mild).I am slightly concerned to be getting these readings at my age and it seems doctors are reluctant to put me on medication at the moment.My questions are, what would usually be the cause of high BP in such a young person, do I need to be on medication and how dangerous are these readings?Any advice on this would be much appreciated!"
"Hypertension","Blood pressure ","https://patient.info/forums/discuss/blood-pressure-718013","Why is my blood pressure 130 over 90 in morning and does blood pressure go up when ur ill****"
"Hypertension","High Blood Pressure pills are lowering my blood pressure too much, what should I do?","https://patient.info/forums/discuss/high-blood-pressure-pills-are-lowering-my-blood-pressure-too-much-what-should-i-do--723327","I recently just turned 20, but at 19 I was diagnosed with HBP in August, I have switched pill types twice due to their harrowing side effects. The first was Amlodipine (2.5 mg), it gave me heart palpitations and chest pains. The second was Lisinopril (2.5 mg), that gave me the same effects with a change in my digestive track, so to speak. I am now taking Bystolic (2.5 mg) and they've been doing really good in lowering my blood pressure. I went one day without pills before I started taking the Bystolic and my blood pressure was 131/101. Now my blood pressure is around 100-120/50-70. I've been seeing floaters and stars, not frequently but I have noticed them here recently. I would like to note that the floaters are ""locational"". What I mean by that is when I'm in my house I may have like one or two in my eye from time to time, but when I go other places I'll see more as if the air is dirty or something lol. I also have been experiencing dizziness and feeling tired and really really dull head pains and I would check my blood pressure and it would read around 110/55-65. I am at home for break right now so my eating choices have changed obviously lol, but when I go back to college I eat very healthy now watching my salt intake (no more than 1500 mg a day) eating a big salad with every meal and I drink nothing but water (backwards, I know). Not really worried about it though, I just came here for a lil third party advice on what I should do if my medication is now dropping my blood pressure a lil too low and any additional advice on maintaining a healthy blood pressure to soon be able to get off of blood pressure pills permanently."
"Hypertension","Lisinopril ","https://patient.info/forums/discuss/lisinopril-723126","I started Lisinopril 10mg about three weeks ago and Ive noted some strange side effects. one of them being loss of appetite and dizziness with slight fuzzy head. I also get bouts of severe anxiety with it as well but only occasionally. I suppose the good outweighs the bad as its brought my blood pressure down from 150/92 to 110/78. I will live with the side effects."
"Hypertension","BP and insomnia","https://patient.info/forums/discuss/bp-and-insomnia-722120","My hypertension had been pretty much under control in the past two years and I was down 12.5 mg of losartan a day.With worsening insomnia perhaps two sleeps of about two hours and a later dose between 6 and 7.30 am my BP in the past two or there months has been very erratic and for the first time my brain and body are feeling the effects of it. I'm happy if my BP is around the 140/80 mark but I have been getting readings of 210+/110 but my heart rate stays around 70 bpm. I do have a pacemaker and I'm in permanent AF although I mostly do not notice it even though the pacemaker clinic recently told me that it had recorded an instance of 191 bpm just after midnight the previous week. If I increase losartan to 25mg morning and night or perhaps if I'm very relaxed by bed time it can go down to 114/69 but by morning it is mostly up to about 180/90.When I waken in the night I don't lay there worrying it about I get for about 45 minutes each time and have some hot milk and a biscuit. I've been taking CBD oil for the past six months. It's made me more relaxed about the situation but has not helped my insomnia."
"Hypertension","extreme anxious about hypertension ","https://patient.info/forums/discuss/extreme-anxious-about-hypertension-721210","Hi Everyone,I am looking for some help in dealing with my anxiety about hypertension.I have really bad anxiety about my blood pressure. It all started 1 year back when I first diagnosed with hypertension. I started with 25mg Metoprolol Succ. and now down to 1/2 dose. At the beginning I was feeling very anxious about getting hypertension at relatively young age(31years). Eventually I was able to accept that but now I become very anxious about my blood pressure numbers.Anytime I try to measure BP now, I feel super anxious and many times it drives my number higher and it makes me more anxious and I just keep thinking about that thing entire day.Several times I have measured normal blood pressure numbers but still I get very nervous every single time when I try to measure my blood pressure. Somehow I have developed obsession to get my readings close to 120/80 which drives me nuts. many times I get numbers in 130-135/86-90 range and I get panic really bad which drives my number even higher. I know those numbers are not great but they are not that bad either but I start thinking about extreme worst.I tried another approach as well by promising myself to measure BP only once a month but that also did not help. in 10-15 days I started thinking that what if my blood pressure is not normal, what if its too high and my panic triggered again.This anxiety is killing me. I get all other weird feelings because of that.Has anyone gone through similar phase? I will really really appreciate some tips to deal with this."
"Hypertension","Avapro and Lasix Am I really taking 2 diuretics: ","https://patient.info/forums/discuss/avapro-and-lasix-am-i-really-taking-2-diuretics--720518","I am taking Avapro for high blood pressure. I have a history of fluid retention.My dr prescribed Lasix for me as well.On a recent trip to hospital for a chest infection, I was told I should get something other than Avapro prescribed, to stop taking AvaproIs this because Avapro have a diuretic in them and means I am taking two diuretics ?****"
"Hypertension","New Member - Measuring BP","https://patient.info/forums/discuss/new-member-measuring-bp-716963","I'm a 53 year old male and my family has history of hypertension. I'm currently taking medications. I use a Vive Precision BP monitor. When I do the breathing technique 5 minutes before measuring my BP (morning, noon, night) result is around 125/75. But when I don't do the breathing technique while sitting down relaxed, the result is around 150/85. Am I short changing myself by doing the breathing exercise before measuring my BP? I only do the breathing technique before measuring BP. I'm afraid the rest of the time, my BP is elevated."
"Hypertension","High Blood Pressure","https://patient.info/forums/discuss/high-blood-pressure-717116","My doctor has just told me that my blood pressure is too high and has prescribed Amlodipine tablets.I have just bought a Blood Pressure Monitor but when I used it the first reading was quite high at 160/83 and my 6th and final reading was 131/76 the readings gradually got slower.Can someone explain that please."
"Hypertension","Bendroflumethiazide causing interstitial cystitis","https://patient.info/forums/discuss/bendroflumethiazide-causing-interstitial-cystitis-716607","I have been on Losartan and Bendroflumethaizide for years. Had endiometriosis prior to a full hysterectomy in 1999. In the last 6 years or so I have had painful recurrent and bloody bouts of interstitial cystitis... I take sodium citrate to subdue the bouts but am sick and fed up wetting myself and always have to change my lower garments. I get very little warning of any of this and can only just ever manage to get to the loo...I looked up a few articles the other day and decided I needed to stop taking the bendro as it was causing the cystitis...My intention is to talk to my GP at some point this week and keep an eye on my BP. I have a monitor...I also have parkinson's and walking is not easy...This is the second day without the diuretic, my BP was 136/84 yesterday, not too bad for a 75 year old...Comments welcome..."
"Hypertension","Doxazosin to treat high blood pressure .","https://patient.info/forums/discuss/doxazosin-to-treat-high-blood-pressure--717010","i was put on doxazosin 1 mg to treat my high blood pressure ,,, in february i already was taking losarton 100 , i have asthma , bronchiectasis, also under active thyroid , COPD ,,, which take medication for all .after an operation in february i was quite ill with pneomonia , and followed by 4/5 chest infections through the next 4/5 months including Influenza , i have recently stopped my medication ( except my inhalers ) and slowly introduced them one at a time to check for side effects, i have now come to the conclusion that its been the Doxazosin thats been causing tge side effects ive been feeling ,,,,,,. side effects have been ,palpitations ,trembling in my body ,no energy AT ALL,, breathless, productive cough , things have improved but its slow progress ,,,but a definate improvement since i stopped taking them ,,, has anyone else had any of these side effects ."
"Hypertension","YOUR THOUGHTS!!","https://patient.info/forums/discuss/your-thoughts--713074","hello im new to the group. i got diagnosed with hypertension about 6 months ago. i was real worried and scared. i know its a common condition but my anxiety was real bad. i was on 5 meds and a clonidine patch and my bp was still running about 180/101. im finally on a different combo of meds and my bp is perfect during the day. when i take my evening meds my bp stays high. i take the exact same meds twice a day. had anyone ever experienced this? why are my meds only working during the day!? this is running my anxiety back, i was thinking maybe resistent hypertension but i dont think thats it. any thoughts!?? thanks in advance!"
"Hypertension","I am a 19 year old female with HBP and had some adverse side effects in the past, what should I do?","https://patient.info/forums/discuss/i-am-a-19-year-old-female-with-hbp-and-had-some-adverse-side-effects-in-the-past-what-should-i-do--714958","I am a 19 year old female who was diagnosed with high blood pressure a month ago. At first I was prescribed amlodipine (2.5mg), but it gave me heart palpitations. Then I was prescribed lisinopril (2.5mg), but it gave me chest pains, lower torso pains, and pains ""down there"" (these pains were short and sharp yet dull) . (I took both of those medications during the day). Now I have been taking Bystolic (2.5mg), but at night to avoid side effects because I am a full time college student and I need to be awake and focused during class lol(though for like the first three days I woke up with a little shortness of breath). The only thing is it doesn't drop my blood pressure throughout the day like the others and today my blood pressure has been elevated causing my chest pains and slight tremors to come back. I am kind of afraid to take it during the day because I don't know how it would affect me. So I have a couple questions, what medication you would refer to a 19 year old who has a clean medical history? Why you think I may have had the adverse side effect I had in the past or what ingredient that's in those two medications you think I may be allergic to? What are the ""safest"" (I know no drug is truly safe to take, especially these ones) blood pressure medications? Also, how long do side effects last and if the effects went away after a few days because I was sleep and didn't know will they come back if I take the bystolic in the day time?"
"Hypertension","Blood pressure ","https://patient.info/forums/discuss/blood-pressure-712818","Can someone help my blood pressure always high in the morning 124 over 93 then in afternoon 120 over 77"
"Hypertension","did you ever get any follow up","https://patient.info/forums/discuss/did-you-ever-get-any-follow-up-713736","Curious those diagnosed on NhS with high blood pressure did you ever get any follow up after first few meeting?Think I was diagnosed about two to three years ago not once have I been asked by the practice/a GP to comein for a check to see if the drugs were working!Now I do monitor my pressure and a have it under control, but the aftercare seems shocking to me.Is this typical?"
"Hypertension","Why won't my diastolic pressure go down?","https://patient.info/forums/discuss/why-won-t-my-diastolic-pressure-go-down--700638","Hello,I have been dealing with HBP for the last five months. I am a 53 year old healthy woman with no previous history of HBP. I have been trying to address the issue with diet and exercise and have seen some improvements.Recent readings have been in the range of 135- 150. However, even at the lower end of the scale my diastolic number is never lower than a 100 ( apart from once when it was 99) Does anyone have any ideas why this may be?Thanks in advance"
"Hypertension","I have nausea spell about 10 hours after taking lisinipril. Anyone else?","https://patient.info/forums/discuss/i-have-nausea-spell-about-10-hours-after-taking-lisinipril-anyone-else--701499","I take 25mg of lisinopril (one and a half pills) per day in the morning between 8:30 and 10a.m. It's the only prescription I take, and it seems to moderate my blood pressure fairly well. I have noticed, though, that fairly regularly about 9 or 10 hours after I take it, I experience some mild nausea--kind of a queasy feeling that emerges regardless of what I'm doing and lasts from 30 minutes to an hour. I didn't experience this prior to taking lisinopril, so I'm wondering if it's connected to that. Has anyone else experienced this? It doesn't happen every day, but it happens with enough frequency that I notice, and every time it's within that same time window (like if I took my medication later in the morning, it will be later in the evening when I experience the queasy stomach). I'm trying to determine if what I eat or other behavior helps determine whether or not it happens, but that's proving to be challenging. I thought maybe potatoes (potassium) through the day was the culprit, but I'm not sure that's consistent. I think water intake could be related. It has even seemed as if drinking up on water right at the onset, helps the feeling pass more quickly. One thing that doesn't help is that if I've just had a heavy meal out--fried food or potatoes or junky stuff--and then it's a day when the queasiness hits, that mild nausea has occasionally (a handful of times) not subsided but turned into a miserable evening of discomfort--perhaps just because there's more in my stomach to get unsettled. Hoping someone else has some experience with this and can shed some light. Thanks!"
