"label","discussion_title","discussion_link","discussion"
"Urinary Tract Infection","2 antibiotics, negative urine culture. Severe uti pain help!","https://patient.info/forums/discuss/2-antibiotics-negative-urine-culture-severe-uti-pain-help--727816","i went to the ER about 4 weeks ago with severe uti symptoms i was in tears, nauseous, abdomen pain, back pain, burning, and urgency i was given macrobid and sent home my symptoms got a little better but werent clearing up went back to the doctor 5 days ago and got perscribed another antibiotic. it didnt help im now having severe burning pain again and nausea. both urine cultures have come back negative for bacteria! im at a loss"
"Urinary Tract Infection","Recurring UTI from 2 years. Please Help !!","https://patient.info/forums/discuss/recurring-uti-from-2-years-please-help--727120","Hello,I have recurring vaginal pain from past 2 years. I was diagnosed with UTI ( e coli )and also been undergoing treatment for it. its been 1 year and i see no progress in my vaginal health. sometimes i get yeast infection also with white discharge all around my vulva. i feel frequent urge to urine and urine nearly 10-15 times a day due to it. My doctors prescribed me antibiotics and i still don't see any result. i have been to many doctors but the problem stays the same. recently I got my culture test to be negative ( no bacterial growth ) but still the pain doesn't stop. yeast infection again started. my present doctor prescribed flucan and nitrofur but no use the problem comes back. i have over digestion problem and so i get diarrhea everyday. please guide me with any solution. i am not able to live like this."
"Urinary Tract Infection","Possible embedded UTI?","https://patient.info/forums/discuss/possible-embedded-uti--724961","I'm 22 years old and started with symptoms when I was 17. It started with frequency and then a few days later I developed an uncomfortable feeling of pressure over my bladder. I went to walk in centre and there were white blood cells in my urine and they prescribed me a 3 day course of antibiotics. I didn't feel any better after that so went to my GP and they gave me a 5 day course and sent urine off for culture (came back negative for anything.) Over the years, I've been getting flare ups every so often of either random frequency/urgency or the pelvic discomfort feeling with frequency. My urine has been tested many times but has only ever shown white blood cells. I'm currently seeing a urologist who thinks it's interstitial cystitis but when I came across info on embedded UTIs I thought it could be a possibility. I never had any bladder issues before my first 'UTI' at 17. I'm not sure if this could have caused it but I was on the last few days on my period and I didn't change my sanitary towel for 2 days I think (disgusting I know! Don't ask 😕) shortly after that the symptoms started. Could it be possible that all my issues are actually stemming from an embedded UTI? Any advice would be greatly appreciated."
"Urinary Tract Infection","Unknown uti","https://patient.info/forums/discuss/unknown-uti-725447","Ive never posted on any type of forum before and thought someone maybe able to shed some light and help me.I have been suffering with re occuring utis since about November last year and I've never felt so unwell. A constant feeling like I'm going to be sick, headaches almost every day and pain down below. I have 3 boys and the constant feeling that i have no energy to do anything is ruining my life. I am also on loads of medication prescribed by my GP. I have an underactive thyroid and IBS. It feels like I'm never going to get better.Can anyone help or suggest what I do next.....Thanks"
"Urinary Tract Infection","UTI ","https://patient.info/forums/discuss/uti-725077","i have had recurring UTI infections from November last year. i have been given antibiotics. Each time i feel better for around a day then my feelings return. I have been on 5 Courses of antibiotics. i had a cystoscopy a week ago and no problems where found with my bladder. i am just so fed up now."
"Urinary Tract Infection","UTI","https://patient.info/forums/discuss/uti-724480","Went to the doctors just before christmas because I thought I had a uti doctor tested my urine and said there were white cells but no blood in my urine, sent it off to the lab and haven't heard back yet she didn't say it was a uti but she gave me a weeks worth of antibiotics which I took the full week of, but the sensitivity when I pee is still there and it's getting to me. I've had a few uti's before and one went to my kidneys. I also drink plenty of water and have started taking cranberry tablets from Holland and barratts (mother in laws recommendation) not sure what else to do, I had the symptoms for a few weeks before seeing my doctor usually drinking more water than I usually would helps but not this time"
"Urinary Tract Infection","On and off uti infection (suspected) and constipation","https://patient.info/forums/discuss/on-and-off-uti-infection-suspected-and-constipation-724371","so i frequentlt suffer from UTIs and my first recorded one was when i was ten. last year the doctor finally referred me to the urologist after pushing them due to getting them so much. had kidney ultrasound, dye in the kidneys and they made me monitor my water intake/outtake. only thing that came back was that there was scarring on my kidneys so they discharged me.frequenlt utis and copious amounts of antibiotics later, ive had a uti that just wont budge this time. ive had two lots of nutrifurintoin, trimethoprim and another antibiotics (cant remember what it was called).anyways in the midst of this ive realised over the last few months that i do struggle to go for a number 2 and get really bloated. mentiones this as well and they have prescribed laxatives and said that i had very passively that i had an impacted bowel.ive had two visits to a and e because of the pain and its five days in to trimethoprim and im still getting constant burning sensations when i go to the loo and after. stomach is still bloated regardless of taking a s**t ton (parden to pun) of laxatives which were prescribed.doctors keep shrugging me off, saying its one of those things and cant be helped etc, keep persisting with antibiotics and drink plenty. the usual.waiting times to get re referred to urology are up to 32 weeks now and have just managed to get a referral again from doctor.if i go back to another out of hours can they run any extra tests?! all ive had to do is one urine sample, and theyve felt my stomach and that is literally it. surely there is something they can do?!?thanks for any advice in advance!"
"Urinary Tract Infection","Uti for over 3 months now ","https://patient.info/forums/discuss/uti-for-over-3-months-now-724257","I have had apparently a uti for 3 months now. been on so many antibiotics and ended up saying everytime I checked my urine no infection also bloods no infection till I ended up in hospital with kidney infection . twice . I am so over it I have seen a gyno they said sound alike interstitial cytisis but can't tell me I have to see a urologist. the list is months waiting it's put me off work and my sex life with my partner. it hurts so much antibiotics arnt working it got rid of my kidney infection but now it's gone back to normal where my bladder hurts and feel like i need to urinate am and burning constantly burning. I'm so over it . I need help. any advice I really need a urologist have tryed booking in early but still waiting. I've only just got out of hospital sec o nd time and it's come back to the burning sensation again. docs can't help . how do j get an urgent urologist. the hospital tryed but I had t o wait for kidney infection to go away. anyone had these symptoms and how and war u take for pain at work? It's affecting my life"
"Urinary Tract Infection","UTI for 2 months - long term antibiotic or another solution?","https://patient.info/forums/discuss/uti-for-2-months-long-term-antibiotic-or-another-solution--713738","Hi Everyone,This is a bit of a long story but please bare with me as I am at my wits' end and would appreciated any advice/feedback!About 2 months ago I developed a UTI while on holiday in France (I live in London, UK). I went to see a GP who did a dipstick test and confirmed that there was blood and pus in my urine. She gave me 10 days of antibiotics (Cefixime) which I took (although admittedly, I think i missed a couple of antibiotics).After I stopped taking these, I still had symptoms so went to see a GP who prescribed me with 7 days of Nitrofurantoin. I couldn't get an appointment with my NHS GP that day so I paid to go and see a GP privately. They didn't do a dipstick test or send a urine sample off to a lab - they just went by the symptoms I described to them and gave me the antiobiotics.After finishing this course, I still felt that the infection hadn't gone away. I got an appointment with my NHS GP who sent my urine off to be cultured. It came back with a high level of bacteria and pus cells but no growth. My GP referred me to a urologist who sent me off for various tests (full bloods, cytology, scans) - everything came back normal. I also spoke to him about my most recent urine culture and he said that as there was no growth, he would not put me on antiobiotics. Instead he asked me to take D Mannose and Cranberry Tablets three times a day.I tried this for a couple of weeks but still didn't feel any better so I went back to my GP who did another urine culture and sent it off to the lab. Again, it came back with high bacteria and pus but no growth. She prescribed me another 7 day course of Nitrofurantoin, which I took, but still didn't feel any better.On Friday I went to see a urogynecologist. He suggested putting me on a long-term low dose of antibiotics - probably Nitrofurantoin. One of my main concerns is whether this will work given that i have already been on Nitrofurantoin twice (albeit a higher dose for a shorter amount of time - 7 days), and this clearly didn't work? It's also concerning that the last urine culture I had said that my infection was sensitive to Nitrofurantoin, which I took for 7 days, and the UTI still didn't clear up! The urogynecologist also did a very brief examination and said that the outside of my vagina looked quite red/sore and suggested using a thrush cream on it.Just by way of background I am a 34 year old female. I had recurrent UTIs in my 20s for a few years (brought on by intercourse). The past year or so, I have probably had 5 UTIs and I'm not sure what has brought them on as I have not been sexually active.My main symptoms are pressure on my bladder and pain when urinating. My vagina also feels very sore and irritated.I just wondered if anyone had any advice in relation to treating a very stubborn UTI that clearly won't go away? Are long-term antibiotics a good solution? I'm just worried because although I have had MANY UTIs before, I have never had one that has lasted this long. They have always cleared up after the first round of antibiotics.Thank you for taking the time to read this and as I've said before, any guidance would be greatly appreciated!x"
"Urinary Tract Infection","Burning / stinging pain in penis after urinating ","https://patient.info/forums/discuss/burning-stinging-pain-in-penis-after-urinating-723433","Okay so a few days ago I felt a random stinging pain in my urethra that comes and goes when I sit but it didn't hurt to pee until today. Today when I peed it burnt afterwards. It burns during urination but it's a lot worse afterwards. The burning / stinging pain in my penis after I pee can be severe and sometimes lasts for minutes. Is this a urinary tract infection? I know it's not an STD because I'm not sexually active nor have I ever been. I'm only 19. Should I see a doctor?"
"Urinary Tract Infection","Mixed flora urine culture ","https://patient.info/forums/discuss/mixed-flora-urine-culture-723150","so... my story started getting a fever and uti symptoms in august. urine culture shiwed mixed flora and the next repeated 13 cultures shiwed the same thing plus 2 that have shown group d strep. have had utis before that grew ecoli only. these mixed flora and fever and group d is new. dr refuses to treat it even tho i have symptoms amd fever and ive read that 3 results of mixed flora is a true bacteria and require the lab to break down the organisms and to be treated. ive been to 4 urologists who have said group d isnt normal in the urinary tract but it is in the intestines but they never explain how it gets in the urinary tract and wont treat it or ask labs to break down the orgamisms. Anyone else with this issue?"
"Urinary Tract Infection","UTI won't go away after 1.5 months and two anti biotics","https://patient.info/forums/discuss/uti-won-t-go-away-after-1-5-months-and-two-anti-biotics-723142","heres a little backstory as to why ive had a uti for over a month. so i had some symptoms of a uti but i brushed it off because this has happened before and it was ""just my anxiety"" got tested and everything and came back negative.then i rang up my doctor and said i think i have a uti and have had it for about two weeks, she tested me and then i was told i had one but only minor. took some antibiotics for three days, didnt work. then i did another test, and it came back worse. i had to take nitrofurantoin. just finished them today and my symptoms havent gone away... my only symptoms are when i finish peeing it feels like a light pressure on my bladder then it goes away completely after like a minute. im so lost, this would seem dumb to go to ermerge for, and now that its christmas my doctors is closed. so i was thinking of going to a walk in clinic tomorrow, thoughts?"
"Urinary Tract Infection","Please help, my gp won't help and my urine tests come back clear photos ","https://patient.info/forums/discuss/please-help-my-gp-won-t-help-and-my-urine-tests-come-back-clear-photos-722483","Please help, for quite some time i have had tissue like stuff coming out in my urine, sometimes when i go i feel it passing through, when they ask me to take a sample it comes back clear and i took a few down with this stuff in it and they still say it is nothing to worry about, i am type II diabetic and now in ketosis- high fat diet, last year i had radiotherapy for lymphoma and that took my hba1c levels up but are coming back down now, but i still have this burning, it is so painful some days and i am really so sore, i have spent a fortune on Canesten and it still hasn't gone, i was also treated for proteinuria but they said i don't have it any longer?! But still, every time i ask for help i'm told i have nothing to worry about.! This is what it looks like tonight 😕image"
"Urinary Tract Infection","Nervous and a bit worried ","https://patient.info/forums/discuss/nervous-and-a-bit-worried-722264","(First timer).... So lately I've been having this urge to urinate all the time even right after ive just did even after i walk out the bathroom i have the urge to go back .. With a tingling feeling sometimes like a orgasm,there's no burning feeling or pain before or after i urinate just that weird tingling and frequent urge to pee.. 😩Its unbearable sometimes i can't hold it before i could get to the bathroom/restroom..this has been happening about 2-3bdays now 😩 ive been wondering why? Or how? I dont hold my urine up frequently i can't recall doing so lately.. I need help? Should I be worried?"
"Urinary Tract Infection","UTI pelvic pain","https://patient.info/forums/discuss/uti-pelvic-pain-720572","hello I'm a 48 year old female just wondering if any of you ladies got pelvic pain due to a UTI if so how long after starting your antibiotics did the pain go away I did a Azo at home and it showed I have a UTI so I ended up going to the emergency room they did a urine test and it showed that I was at the beginning of a UTI this is my second one this year I've never gotten them before so I wouldn't really know how it feels but it feels that my pain is a little more persistent than the first time I got it also I feel nauseous and tired and a weird sensation in my uterus can anybody relate any feedback would be much appreciated thank you!!"
"Urinary Tract Infection","No UTI, kidney stone, wth is going on???","https://patient.info/forums/discuss/no-uti-kidney-stone-wth-is-going-on--721967","My nightmare started 3 months ago. Felt like i was passing another kidney stone (passed a few before). Had the horrific flank pain then it stopped. The next day i felt like i had a uti (burning when i peed, constant urge to pee). AZO test strips were positive so i started macrobid. Took it, felt better at first then kept having uti symptoms and kidney pain.Long story short my next 3 urine tests at dr office showed no infection. Uroligist said my kidney stone had grown and was causing the problems.I had lithotripsy last week and miraculously my stone busted up perfectly. Im peeing tiny grains of sand with no flank pain. But my uti symptoms are still there.It burns not at all when i pee, but just a contant burning while not peeing. Im chugging water so im obviously peeing often. But im burning all the time.Im terrified i have interstitial cystitis since i keep showing i have no infection. I have no stomach/pelvic pain or anything else. Just a constant burning sensation like ive held my urine too long (im not) and pressure like i need to pee even when ive just went.Is this from the kidney stone or IC? The lithotripsy was expensive and i dont want to have more procedures to figure this out. But its not going away."
"Urinary Tract Infection","high wbc in urine but no bacteria","https://patient.info/forums/discuss/high-wbc-in-urine-but-no-bacteria-720075","I went to ER last Tuesday with uti symptoms ( burning with urination and terrible frequency) , they diagnosed me with uti and give me keflex for 10 days. I am better but received culture results and its negative...? My UA WBS are 116 and RBC is 4 and UA squamous cells are at 16. I am so scared, I don think I ever had that high WBC in urine! Before I wen to ER I took uva ursi and soe furaginum(over counter)could that cause negative culture?"
"Urinary Tract Infection","Group d enterococcus urine culture ","https://patient.info/forums/discuss/group-d-enterococcus-urine-culture-719741","i just had 2 urine cultures come back showing group d enterococcus. they didnt specify which strain. i have had a fever, burning, kidney pain. im really scared from what i have read this group d is really bad about getting into the blood stream and causing sepsis. the dr refuses ro treat it even tho i have symptoms of uti and now kidney infection. o have had utis before but always ecoli. this is all new and ive seen three urologists ans all refuse to treat it or do a succesptibilty test to see of antibiotics will treat it. i also have wbc, rbc, and bacteria in my urine. i really want them to treat it before it spreads into my bloodstream especially since i have kidney pain now. has anyone else ever had geouo d enterococcus uti?"
"Urinary Tract Infection","UTI symptoms?","https://patient.info/forums/discuss/uti-symptoms--719180","Hello : I had a bad UTI last month with blood in urine - pain etc . Was prescribed antibiotic and it seemed to get better. Went to PCP last week who ordered urinalysis which shows WBC 6-10 range ( normal 1-5) RBC 0-2 range ( normal says 0-2 ) and mucus present. These results were online .Got call today that dr wants me to see urologist for blood in urine ? Wouldnt that make my RBC elevated ? I thought I still had UTI ?Anyone ever had these symptoms ?Thank you for helping me !"
"Urinary Tract Infection","Scared","https://patient.info/forums/discuss/scared-719210","I have never had a UTI before and I'm having a hard time. It has been 6 months of weird urinary symptoms that are mysterious. I don't have insurance right now and have serious doctor phobia. It started with a ripping pain at the end of urinating. It would linger for a while after urinating with some itching feeling too. My urine was cloudy. I noticed an improvement in symptoms when I excessively drank water so that made me think it was dehydration. I can never keep the symptoms at bay permanently unless I drink large amounts of water which then makes me urinate all night long. I have no frequency or urgency beyond what results from drinking so much water. I didn't think I had discharge but I do feel a dropping sensation when I first pee as if maybe there was an accumulation of something there. Nothing has appeared on tissue or under garments though. I didn't notice anything out of the ordinary when I inspected my urethra. It all seems to be my urethra. I feel fine between peeing. I am worried about urethra cancer and now I'm worried that not treating whatever this is for so many months will turn into cancer. Everything I read sounds like what I have is urethra cancer. I'm only 37. It also says prolonged inflammation of the urethra causes that cancer which is essentily incurable.sorry, terrified 😦"
"Urinary Tract Infection","7 weeks with a uti - what should I do?","https://patient.info/forums/discuss/7-weeks-with-a-uti-what-should-i-do--719192","hello,for the last 7 weeks ive had a stubborn uti. not very typical symptoms-urge to keep pering after i go, frequency some days, sometime pain in my back where kidneys are and in front like period cramps but not.im on my 3rd dose of antibiotics and just waiting to finish to see what happens next.im have a dr appointment for end of the month. to note i also havent had my period since the first week.just looking to see if i can do anything to help it along-i am drinking cranberry juice. or if it sounds more serious.thank you!"
"Urinary Tract Infection","Hiprex for chronic uti ? ","https://patient.info/forums/discuss/hiprex-for-chronic-uti--718692","hii have this chronic uti for 3 months .i m now on cefalaxin for 6 weeks . its been 10 days but i have felt little to no difference in my symptoms . i have constant burning sensation .is it normal for symptoms to stay after 10 days of antibiotics ?My urologist has asked me to start taking hiprex along with antibiotic .does anyone has any experience of hiprex?does it work and how long it takes to work?Many ThanksSarah"
"Urinary Tract Infection","Why is D-mannose no longer working?","https://patient.info/forums/discuss/why-is-d-mannose-no-longer-working--718514","I am a female living in the UK and was having on average two UTIs a year, sometimes more. It was always e-coli and became resistant to Amoxicillin. I discovered D-mannose three years ago and was so pleased to find something which worked . I was free of infection for 18 months, taking one D-mannose pill every night to prevent recurrence.I stopped taking it six months ago because I thought I was cured. Then last month I got another UTI. D-mannose didn't work this time even though I always kept my urine pH at 7.5 plus and took at least 24 D-mannose pills a day. Finally after three days I had to take antibiotics. Two weeks after finishing them I got another UTI and again D-mannose didn't work. I know d-mannose only works on e-coli but my urine was tested and I was told that the bug was e-coli. So I can't understand why d-mannose has suddenly stopped working. If anyone has any ideas I'd be very grateful."
"Urinary Tract Infection","Recurrent UTI ","https://patient.info/forums/discuss/recurrent-uti-718505","I've been battling a recurrent uti for 3 months now. I've taken macrobid, bactrim, and levaquin and all did not work. The urine culture says my uti is caused by staphylococcus bacteria. D'mannose did not work for me because it is not because of e coli. I'm taking a NAC supplement for now to see if it helps. It is good for biofilms caused by gram postitive and negative bacteria. I don't want to take anymore antibiotics. Does anyone know how to stop a uti caused by staphylococcus from coming back? What causes staphylococcus in the urinary tract? Anything helps thank you."
"Urinary Tract Infection","Bladder bloating -urine retention hotpack or cold pack","https://patient.info/forums/discuss/bladder-bloating-urine-retention-hotpack-or-cold-pack-718492","Hidoes any one has any experience of what to use for bladder swelling / urine retention relief .can a hot pack or cold pack work ?many thanksSarah"
"Urinary Tract Infection","UTI not going away after 3 antibiotics","https://patient.info/forums/discuss/uti-not-going-away-after-3-antibiotics-717343","3 weeks ago i had the usual UTI symptoms - burning when i pee, constant urge to pee, etc. Im 35 and ive had a few UTIs in my life. Usually i chug water and cranberry juice and they clear up. A couple times ive needed antibiotics but they clear right away.I had Macrobid for 5 days. It helped the first 2 days then stopped working. I went to give a urine sample. It came back inconclusive for the culture due to contamination but the dip stick test said blood in urine, high leukocytes and positive for nitrites. So they gave me Cipro.I read awful reviews about side effects and wouldnt take it for a week. I tried d-mannose and probiotics but it wasnt clearing up.So Monday i started the Cipro and i saw no improvement. Dr wanted me to come back in.Friday my urine sample said clear but theyre sending it off for culture. Dr basically said ill give you augmentin but it likely wont work and youll need to see a uroigist and have cystoscopy done. Basically he didnt answer any of my questions.Ive taken the augmrntin for just a day but im freaking out that i have interstitial cystitis. All my home tests are positive still for nitrites and the first one at the dr was positive for infection.Anyone had this experience? I assumed that the cipro would work but im literally googling IC and i have those symptoms (which mimic uti) so im in full blown panic and still in constant pain."
"Urinary Tract Infection","Uti and kidneys","https://patient.info/forums/discuss/uti-and-kidneys-718024","Hi, i have recurrent uti's and cystitis and im getting pains in my abdomen, side and back, under the ribs. These pains been going on for a while but blood tests and scans came back fine. I did a urine dip couple of weeks ago and it showed leucocytes and protein. Been drinking ots of cranberry juice and saches for cystitis. I dont have a fever and not vomiting, but could it be a kidney infection?"
"Urinary Tract Infection","Can a UTI make you tired? ","https://patient.info/forums/discuss/can-a-uti-make-you-tired--717821","I'm a 22 year old female. About a week ago I woke up extremely tired (which is unusual for me as I always sleep at least 8 hours). I figured it would get better but as the week went on it only got worse and worse. It has made my anxiety really bad. I was so tired I would sleep 9 hours and woke up feeling like I slept none. I was also urinating very frequently, had stomach and back pain, a sharp shooting feeling up my aide and I would get heat flashes. It started to bother me so much that I went to the ER. They checked my blood and urine. They told me everything on my the blood test came back beautifully and that all my vitamin levels look great. However in my urine they noticed a lot of bacteria and diagnosed me with a UTI. They assured me it was very possible for UTI to make me feel so worn down especially paired with my anxiety I started my antibiotics tonight but I'm scared they won't stop the fatigue. I read UTIs can make you tired but that it usually happens to older women so I'm really scared"
"Urinary Tract Infection","Bladder treatment for UTI","https://patient.info/forums/discuss/bladder-treatment-for-uti-717694","Hi there,I'm a 22 year old female, and i suffer from reoccurring UTI, I've been told this is due to having duplex kidneys. I've tried every antibiotic, and end up just becoming resistant to them.I had bladder re-implantation when I was younger due to having kidney reflux.Recently I've been offered this bladder treatment using a catheter, its a solution that lines my bladder. I already had a cystoscopy last year and I remember how ill i was after that. I just wondered if anyone knows more information about this? The hospital have hardly told me any information, and I have to make a decision by tomorrow whether I want it. I literally got the phone call today about an appointment. The treatment begins with the letter H but I cannot remember for the life of me what it's called.With working on a forensic mental health unit for male offenders, a catheter is not ideal for me. Especially if I'm restraining people and this is my dream job, and I was already off sick with pneumonia over summer, so I cannot afford more time off.I was aware they were going to put me on the medication Hiprex one, as apparently its the same as the solution.If anyone has any information about this treatment, I'd be really grateful."
"Urinary Tract Infection","Burning penis pain","https://patient.info/forums/discuss/burning-penis-pain-712206","I have a burning pain in my penis all the time and feel a pain from the urethra when I squeeze it. I did this to check where the pain was coming from and I noticed a burning or wound like pain when I squeeze parts of the urethra along the shaft and also when I squeeze towards the head of the penis. I also noticed the skin of my penis to be more shiny and wrinkly over the last few months and I thought I had caught something from a sexual encounter 4months ago but the swab tests were negative. All it showed was flora bacteria. I don't have any burning when urinating.All STI checks and urine tests haven’t shown anything. I have also been generally unwell. Taken Doxycycline for 10 days now but still feeling pain.Tests include HIV, Chlam Gonnorea, Syphillis, Hepatitis , Ureaplasma , mycoplasma etc Negative.Thanks"
"Urinary Tract Infection","UTI not going away . Its crippling me !any help ?","https://patient.info/forums/discuss/uti-not-going-away-its-crippling-me-any-help--716629","Hii m 37 female . i have a history of recurrent uti's since my childhood . 1 everymonth .last 3-5 years has been a relief with nitrofurantoin prophylaxis . i only had very few attcks that were easily sorted out by a single antibiotic course .2 months ago i developed this uti after sex . since then i have had 5 days trimethoprim , 1 week augmentin , 5 days nitrofurantoincourses . nothing helped . i went to urologist he put me on nitrofurantoin 100mg twice a day for a month . its my 10th day on antibiotic and nothing has changed . i have burning / inflamation / raw sensation in my urethera . if it goes up i can feel irritation lower in my bladder too . i cant wear my regular trousers / jeans as it flares up my burning . i am working from home last 3 weeks . i went to work last week for a day and came back home with hightened symptoms . sitting in the office long hours caused it . although i wore a loose trouser but i think even wearing a panty gives irritation . i burst into tears when i got back home . my life is shattering into pieces . i cant operate at all . and it is hugely affecting my relationship . i am so depressed . to a point where i have started to hate myself . and i question myself will it be ever getting better ?what if i have got an antibiotic resistant bacteria?i have urologist appointment in two weeks for a followup . my urine test all came negative . my dr will share the culture report with me in the next appointment . mostly my culture shows no growth . but i always get instant relief from antibiotic that means the tests miss the infectiom and are not 100% reliable . but my urologist luckily understands this . and even if the test are negative . he gives importantce to the patient symptoms .He said if it doesnt get better he will do cystoscopy mri ultrasound and all sort of tests . which i have done in past . and they all came negative . which i kind of know will be fine this time too . every person knows their body.i can tell its a uti infection which is very persistant and showing resistant to antibiotics . i might need to ask my dr to put me on wide spectrum and heavy dose antibiotic that can help fight the bacteria within the biofilm .Please if any of you have similar story , please share and please advise if you have any ideas whats wrong with me and how can i get rid of it .its been two months of continous agony . i cant take it anymore.Sarah"
"Urinary Tract Infection","Enterobacter cloacae","https://patient.info/forums/discuss/enterobacter-cloacae-717196","himy urine culture showed this bacteria which, worringly seems to be antibiotic resistent . has anyone here had this?"
"Urinary Tract Infection","D mannose no longer working","https://patient.info/forums/discuss/d-mannose-no-longer-working-716788","i am male 53 yrs old. i have suffered from chronic uti,s iver a 5 year period. antibiotics only worked the first time and then i moved in to d mannose that always worked after a day or so. i have now had a nasty uti for 5 days and the dmannose is not touching the sides. any clues as to why this might be?"
"Urinary Tract Infection","Help ","https://patient.info/forums/discuss/help-716507","hi is it possible that a bad thrush infection can spread to your urethra? i have red urethra with white discharge inside."
"Urinary Tract Infection","Help me im suffering ... ","https://patient.info/forums/discuss/help-me-im-suffering--715005","every month i experience some problems weather is vagina problems weather is urinal problem.. Yesterday i had sex with my boyfriend I had a shower and i woke up today with pain tingly sensation in my vagina. I Have urinate freqvent but only a little comes out, with a burning sensation... IT happens almost everytime i have sex ... pls help what should i treat myself withz"
