"label","discussion_title","discussion"
"Cancer","Silent Reflux as a teenager ","I think I have silent reflux. I'm 17, I'm very paranoid it will become cancerous. I can relate to most of the symptoms - a bit of a sore throat, postal nasal drip (white mucus at the back of my throat) constant clearing, with a little cough. not a loud one though. I have red dots at the back of my throat, sometimes one dot may be a bit bloody. (I know this is cobblestone throat, which is completely harmless.) I suffer from extreme anxiety so I'm really scared. This has been happening for ages. 3 years? I always thought it was normal until I began googling my symptoms. I'm now scared to death, I'm trying to change my diet. - I'm no longer eating dairy. Certain food triggered my throat. Especially milk, noodles etc. I'm going to the doctors soon to explain my symptoms, hoping to get an answer. Any advice? I'm so anxious. I suffer from health anxiety. 😦 I'm just scared they'll just leave me hanging. I do not want to die 😦 It is my worse fear. I constantly think about it daily, it has made me depressed."
"Cancer","Lump near my anus, it feels somewhat soft. Pic is included ","I am a 25 year old man, I used to lift relatively heavy weight but with proper form. I noticed 9 days ago while I was cleaning my butt (after pooping) with soap that there's somewhat of a bump near my anus. It doesn't hurt or anything it's just a bump. I don't feel anything different, there is no blood, no itchiness whatsoever. It's just a lump,but I'm still worried because I don't know what it is. I stopped lifting for about 4 days now. Here it is. "
"Cancer","Lump on my penis what could it be? ","found this lump the other day looked like a spot or something so tried to pop it but nothing really came out at all so was wondering what it could be. see if i need to see a doctor or not. could it be a cyst or something more serious? "
"Cancer","How fast can Blood Cancers or Anemia develop?","Hi all,Long story short 8 weeks I got sick with a fever and a wet cough. Fever was gone after 3 days. Initially the wet cough had yellow/green phlegm, afterwards it became white phlegm for another 4 weeks or before it finally disappeared.During the past 8 weeks I haven't slept properly. Initially lots of sleepless nights and then sleep became very broken and interrupted. These days I wake up every 1-2 hours and would get 6-7 hours of interrupted sleep a night if I'm lucky.I have also been very fatigued with not much energy. From about 3-4 weeks ago I've started doing some light exercise, i.e. push-ups, sit-ups, easy cycling. I've also been doing some light jogging in the last 2 weeks.This Monday I did a CRP test which showed that the infection was gone. Doctor thinks it might have been the Coronavirus but there is no way to be certain.My anxiety has been extremely high. I can't stop worrying about my health. Normally I am a very energetic and active 32 year old and never been unwell for this long. I feel my breathing is not right, although lungs have been checked by the doctors twice. Nowadays I pay attention to my every breath, and I feel that I'm breathing deeper than normal. At night I sometimes wake up and feel like I'm breathing fast.My biggest concern is that the fatigue also has another underlying issue. Some symptoms seem to be consistent with anemia.So my question is how fast can anemia develop? Before I had the fever I felt fine and normal. 10 weeks ago (so 2 weeks before the fever) I did a pilot medical and my haemoglobin levels were normal, but I don't know the exact value.So can anemia develop so fast that it takes effect in a number of weeks? I'm paranoid that I have some sort of blood cancer....Many thanks"
"Cancer","Constant anxiety I might have cancer- scared about new symptoms","I'm having really bad anxiety and I'm sorry to write such a long post but I was hoping someone might be able to help give me some advice!Every day, there's some new symptom or some new thing that I noticed that sends me spiralling into a panic attack and imagining the worst case scenario. It's really hard to do almost anything during the day because I spend so much time focused on it and feeling a rollercoaster of anxiety D: And right now I can't go to the doctor because of all the COVID stuff, so I can't get anything checked out by a doctor and I'm worried by the time I can it'll be too late.I've noticed some lymph node swelling- mostly in my neck. About a week ago I felt swollen lymph nodes in my armpits and they hurt a tone, but it doesn't hurt anymore and I'm pretty sure(?) I can't feel the nodes anymore. If they're there then they're really small. In my neck they're under my jaw and around the side of my neck- it feels like there's this big lump on the left side. I tried to check if my collarbone had swollen lymph nodes but I prodded around there so much I ended up really hurting the muscles (it's still sore). I don't think they're swollen but I'm also not a doctor, so who knows!I'm also worried my liver might be swollen. I had some tenderness and pain in my upper right abdomen for a few weeks- it stopped hurting though so that's good! But it still feels weird and slightly swollen when I press on it. It feels bigger than the left side. I kept trying to feel if my liver was enlarged- but I also ended up sort of hurting myself with that.I managed to mostly calm myself down about that stuff, since I do have a bit of an on and off scratchy throat so I figured the lymph nodes are maybe just swollen from a cold. Then today, of course, I noticed something else. All of a sudden I have these tiny little red spots (like a pinprick size) all on my arm and some on my leg and back. I know what these are since someone in my family has it more serious, it's petichiae. Which is a symptom of leukemia- as is the lymph nodes and liver thing. 😦 And I have a lot of widespread joint pain. I feel pretty healthy during the day, like I can walk and eat and stuff and I don't have night sweats, but I'm so anxious!!! I really don't want to die. I'm so scared that when I go to the doctor they're going to confirm all my fears. Does anyone have any advice?? Any similar symptoms? I'm feeling really lost and overwhelmed."
"Cancer","Skin cancer?? plz help","I have had this weird bump on my nose for awhile now, at least a year. It's firm and looks like a nose pimple, but it DOESNT GO AWAY! I went on a google frenzy and I'm not sure what size or shape nodules are but now I'm panicking that I might have skin cancer. I've heard stories about skin cancer and I've seen the scars, I'm really scared to have to go through this even if it's vain.The pictures don't do much justice, but I have also notices weird sharp/hard bump-like things on the inside of my nostrils that are white/yellow is and I thought they were hard mucus until I realized they weren't coming out whenever I tried to remove them. When I touch them after awhile they start to hurt and I'm scared it's skin cancer going deep into my nose because it's been left untreated? i don't knowI really need help figuring out what this is because trying to get a dermatologist referral is near to impossible and takes forever."
"Cancer","Leukemia or lymphoma","First of all, I want to apologize about my english, it is my second language. I've been in an enormous stress for a month because of my health I am convinced that I have lymphoma or leukemia. I can't do any daily tasks because my thoughts are always about it. I've been crying everyday since I have noticed swollen lymph node on neck, It's very rubbery, sometimes painful when I swallow food, and it isn't noticeable from outside, but I can feel it. Then, short days after, I have noticed swollen lymph nodes in groin, and they are painful. It's not bumps, it's just like oval form. Then my palms and feet started sweating so much, I have never experienced nothing like this before. Frequently I feel cold, I have chills and fever, but it comes and goes away. Also, I have muscle jerks, sometimes I feel so tired, and my mom told me, because I have not noticed it, that I look skinner. I am nauseaous, dizzy. Every symptom is equal leukemia or lymphoma symptoms. I am literally going crazy and losing my mind, everyday and night I cannot stop crying and thinking that I might have cancer. And the problem is that I am from Europe and every hospital is shut down because of COVID-19, I have no idea when it will work properly and this also another reason why I am freaking out, I cannot check my health with doctors, it looks like everyday I notice something bad. Maybe I won't survive till quarantine is over. I am asking you to help me survive it, and maybe you have experienced something like this and have suggestions what should I do. Thank you."
"Cancer","Health anxiety or Cancer ? ","Hello all.this post is going to be long so please forgive me. i would like to give the whole picture.I was a fit and healthy 29 year old (or so I thought) i had a beautiful 2YO daughter and all was going really well. I fell pregnant with my second and a few things preceeded and this is where my health started to take a strange turn. First I was diagnosed with gestational diabetes. Admittedly my diet wasn't picture perfect as I was eating a lot more (bad and oily) carbs to try to curb morning sickness. but my BMI is right at the bottom so nit iverweight or anything like that. The only number that was out was fasting and it was only ever out by .3 at the most! i ended up on insulin for fasting. when I gave birth to my daughter she was born insulin dependent (i had too much insulin in my body and bloody regret ever going on it).Anyway I felt pretty good - bub and I were healthy until one day when I woke up i had this wierd vision disturbance for 15 mins until I ate something. nothing followed went to the doctor and she diagnosed a visual migraine. perfect was on my way and didn't bother me. until the next night same thing happened with the addition of pins and needles and complete out of body experience. went to hospital and everything as I thought I was having a stroke. diagnosed as panick attack. this is where my health worries started. I am going to list below all my symptoms, tests done, and the what my current worry is.they then did a blood test to check my blood sugar, and found two hours after sugary drink (after fasting 8 hrs) that I was actually having hypos. Blood sugar dropped to 2.1 to be exact.Symptoms in order of getting them:After the stroke scare symptoms i got an mri and saw a neurologists all with normal findings.Bone and joint pain especially in knees - tests done included a battery of blood tests and ultrasound on knee and xray on knee. they checked specifically for lyme disease a full blood count, autoimmune and inflamatory markers. All normal.Found lumps on my hip bone and shin bone - ultrasound found a cyst and fatty deposits.Nausea - found I had a tummy virus (from stool tests).Neck pain - ultrasound found somewhat enlarged thyroid gland and thyroid nodules but all looked normal.additional Neck pain and lymph nodes especially one above collar bone - ultrasound showed all normal and called superficial lymph nodes and because I am skinny can feel them more.Chest pain + pain in back and lymph node under arm (or maybe fatty deposits) and boob lump - boob ultrasound and under arm ultrasound as well as chest xray - clear/normal.Pain under (below) both ribs, indigestion, food going down slowly, and severe pain in bag - suspected gall stones so abdominal ultrasound of liver, gallbladder, and pancreas - Clear. also have had about 3 ECG's. have a slightly high cholesterol count but that is improving (it's hereditary).Now I still have the pain bellow rib cage on both sides and an uncomfortable feeling below sternum. pain can be quite bad and quite sharp on left hand side. My bowel movements have changed too (constipated and pebble poops sorry tmi!!) but I have recently changed my diet so that could be a contributing factor.My mums mum died of a heart attack at 37, and dads mum of a brain tumour in her 30's. Dad's sister had breast cancer.i have been worried about having the following:breast cancer, ovarian cancer (pap smear clear), MS, lung cancer, Bone Cancer, Lymphoma, Gosh the list goes on. only because I was so healthy then all of a sudden have gotten these symptoms so it has completely rocked me!Now I am seriously worried I have pancreatic cancer. I am going to ask for an endoscopy but I just want this to end. i can't figure out if there is seriously something wrong and all the doctors/radiologists are missing something, or if I just have a serious case of health anxiety!i had quite a traumatic childhood and my brother and I got taken from my mother when we were 8 in quite a bad way, because she was suffering mental health issues. We then went on to experience some pretty traumatic things from 15+ so I am unsure if this has contributed to my anxiety. i am so worried I will leave my kids at a you g age - infact it is the thing that terrifies me most!if you are still reading thank you so much for taking the time to read my post. ❤❤ Any advice would be amazing!"
"Cancer","Blood test","so i have swelling in my abdomen ive had brown discharge and spotting for a year and bowel issues which have been going on for a while doctors told me it was probably ibs but because i have been getting stomach pains i went back the doctors he said my stomach is distended and ordered bloods my liver and kidney function is fine my iron levels are dropping so hes given me iron tablets and ca125 blood test he said has come back quite high im waiting on ultrasound but with the pandemic i dont know if there is going to be a delay.. he also did a urine test and there is blood in my urine and stool sample which has shown raised inflammation so i need to repeat this and then be reffered for a colonoscopy .. im getting a bit worried does anyone know what could be causing this besides the worse outcome.. i dont have pelvic inflammatory disease endometrios and im not pregnant im only 26 and getting really scared"
"Cancer","Blood test","i went to the doctors today because ive been having abdominal pain and my stomach becoming largehe said my abdomen is distended and i have blood in urine he has gave me bloods to get done one was ca125 blood test i have googled this and it has said it is done to check for ovarian cancer this never crossed my mind should i be worried?"
"Cancer","Cancer or Infection? ","So it all started in late December/early January. My roommates and I got flu-like symptoms. Fever, cough, mucus etc. Eventually we got over it. Or so I thought.Fast forward to the tail end of January (27-28th). Started developing slight vertigo. It would come and go throughout the day (I mostly noticed it in closed corridors or whenever I showered).The vertigo eventually went away however after a few days. Weird.Fast forward a week later, maybe the 8th of February. I started developing ear fullness, and crackling. It was dull but constant .Eventually I got slight facial tension on my cheeks as well. No paralysis but almost like a sunburn or my face being pulled back.I spoke to my mother in law who's a nurse. She checked my ears and noticed they were swollen but no fluid. She suggested Motrin and Sudafed. Maybe it was sinus issue?I used it for one week straight. Didnt work.Eventually the vertigo came back. And now it came back even stronger. This was like the 14th of February.I started freaking out. I would get lightheaded out of nowhere and feel like passing out. My head felt so swollen. Almost as if someone wrapped a belt around my head. So I go to urgent care thinking Im dying. They checked my blood sugar. It was fine. Hemoglobin. Okay. Blood pressure? A little high due to panic attack.The urgent care doctor runs a basic neuro test on me...my finger following her finger, eyes following her finger etc. She checked my eyes and ears and her conclusion was... Migraine. Migraine...I've had migraines before. This did not feel like it.She prescribed me Sumatriptan for headaches and Zofran for nausea. It did not help so a few days later I went to the physician (17th of February).Physician ran the same test as urgent care doctor however he concluded I had middle/inner ear infection due to a virus that stuck around since January.He prescribed me ear drops, Meclizine for vertigo and Ibropufen.Now its been a few weeks since my appointment.My head still feels swollen but not as much during the day as before. Also, my facial tension has slightly diminished. Not as much vertigo. My eyes arent spinning anymore however I still have ear fullness and crackling.That being said, the odd thing is even though some symptoms are diminishing, I feel like I'm developing new symptoms.It almost feels like I am drowsy, drunk. I get tired very easily. Like I need to put my head down during the day.Also my heart rate would spike randomly. I could be resting at 60bpm then all of a sudden it can go to 90bpm as soon I start thinking about it.The best way to describe the feeling is like I have low blood sugar with high blood pressure.Secondly, I would get a throbbing sensation in hands and feet accompanied by cold sensations and pins and needles.Lastly, I feel like I can hear my heartbeat and it feels like its pumping harder.I'd like to note that all these symptoms come and go throughout the day. Some hrs are better than others but still constant every day.Doctor likes to say that its my anxiety due to panic attacks. He says it put a lot of pressure on my nerves. But I'm not sure.Its just so odd. I was perfectly fine leading up to the new year (working out 4 out of 7 days a week) then all of a sudden I'm having all these odd symptoms.Is the doctor right in saying this is an inner ear infection mixed with anxiety?Vestibular neuritis? Cancer?Its on my mind everyday. Maybe thats why I feel so fatigued?5'7 male29 years old175 lbsFilipino MexicanAny advice would be amazing. Thank you so much.*"
"Cancer","9 months of weight loss, swollen lymph nodes, fatigue, and migranes","before i start its important to note i was body building before my issues arose. 9 months ago i was 210 lbs and very little body fat and began getting sick all the time. I had started losing weight pretty quick. as on the 6th i was down to 150. I had a pet scan with positive id on a few locations in my axillary area and inguinal area. they biopsied one from my left shoulder (2.5cm x 2.4 x 1.7 in size). these are the results and they worry my as ive been checked for every environmental factor, immuno panel, wbc, metalabolic panels, etc. everything led to either castlemans disease or a type of lymphoma... yet this is the results from biopsy. im hoping for some insight as its messed my life up pretty bad, from the weight loss, being tired all the time, the strange low blood pressure, the constant headaches all the time, not to mention lymph nodes that have swollen up and won't go away!"
"Cancer","Nail Cancer","Hi, I have developed two black lines on the nail of my big toe. I currently have a nail infection that i discovered a few months ago and I'm treating it. I want to believe that its just splinter haemorrhages from filling and pulling at the nail (i used tiny scissor to lift part of the nail up). But in really freaking out its nail melanoma, keep reading about it and looking at pictures. There seems to be another black line at the edge, near the nail fold. Has anyone experienced this?"
"Cancer","Hemoptysis","I have been experiencing hemoptysis for 4 months with frequent right nasal blockage.No pain, normal diet, no signs of weight loss or anything. Everything is normal except for the blood in my spit.Was referred to a Respiratory Lung Specialist this morning and was told the condition is not serious as everything is normal except for the blood in spit.I requested for a thorough check as there was no medicine prescribed for the last few visit at the GPs and he recommended me to go for a CT scan for my sinus and chest. (Both my parents passed away of cancer). But he highlighted that the downside is CT scan is able to pick up extremely small abnormalities with size of even 2mm to 3mm.I am very afraid of the CT scan that might discover abnormalities. Should I still go for the scan? As i requested for it, was not mandate by the specialist.By the way, was prescribed Triamcinolone Acetonide for my nasal blockage."
"Cancer","Sores in my penis for weeks - Is this cancer!Please help","hi guys,i am 32 years old and the last 2 weeks I have these sores in my penis.since yesterday I have also started to feel a pain/discomfort in my right groin.i have a young family who are dependent on me and I am scared it might be cancer.based on the photo, what you guys think?"
"Cancer","Terrified I might have cancer and don't know what to do","For a few months, I've been having some problems with chest pain and sometimes feeling dizzy or short of breath. The chest pain is worse if I press on my chest, but it also sometimes hurts on its own, and it's completely on and off. So sometimes I won't notice it for a few hours or a few days, then it comes back 😦I went to a doctor (walk in since I don't have a family one), and got referrals for a CBC and EKG- CBC came back normal, haven't gotten the EKG yet. I also got a referral for a chest x-ray, after I kept asking the doctor if she thought it might be a blood clot (she handed it to me and basically said ""you don't need it but if it makes you feel better then here""). Doctor said it was probably just my muscles and told me to take aleve for it, but I'm really worried that it's actually something more serious that they're missing.I'm terrified of getting that chest x-ray because I feel like it's going to show that I have lung cancer. I know that's not common given that I'm 20, so at first I was able to reassure myself a bit, but then I realized that it could be lung cancer that spread from somewhere else, and I just never noticed the symptoms of the primary cancer. I'm so anxious about it that it's really been interfering with my life, and also with my ability to do assignments for school since it takes up so much of my mental energy- I'll have panic attacks and suddenly start crying and spend way too long looking at survival statistics and information about terminal illnesses online D:I know that I have anxiety, but I also know that chest pain and shortness of breath are never good signs. And I swear this feels different from similar health anxiety episodes I've had before. I know that I probably should get the x-ray, but I've convinced myself that it's going to show something terminal and I don't know how I'll cope with waiting for the results."
"Cancer","I NEVER feel hungry, can this be anything other than cancer? Distraught ","Hello, I am a 25 year old male, I've searched the internet high and low but there doesn't seem to be any reassurance out there for me. I lost my appetite seeminly over night about 3 months ago. Over that time I have seen 4 different doctors and they have presribed various things like laxatives and acid reflux as I have also had mild digestive complaints on and off. None of these have had boosted my appetite though. I still enjoy eating and do so to keep my energy levels up, but I never actually get hungry and sometimes I get bloated after meals. I also had a colonscopy (I requested it) to rule out colon cancer and it was all clear so the doctor just gave me anti-anxiety meds assuming my lack of appetite was psychological. Only thing is I'm convinced it's not and have seen another doctor who I persuaded to give me an ultrasound. Doctor doesn't seem too worried though and just seemed to imply I'm a hypochondria. Assuming I am right about the lack of appetite being physical, can I really be anything else but cancer? I'm convinced what I am experiencing now is cachexia, or wasting from late stage cancer. I can't help but think it's pancreatic cancer with liver mets as I also have digestive complaints (have even had floating stools for a while now), I initially considered this just to excedingly rare in people my age but my symptoms just seems textbook. All in all just can't really believe this is happenning and I'm terrified about the ultrasound.Hello, I am a 25 year old male, I've searched the internet high and low but there doesn't seem to be any reassurance out there for me. I lost my appetite seeminly over night about 3 months ago. Over that time I have seen 4 different doctors and they have presribed various things like laxatives and acid reflux as I have also had mild digestive complaints on and off. None of these have had boosted my appetite though. I still enjoy eating and do so to keep my energy levels up, but I never actually get hungry and sometimes I get bloated after meals. I also had a colonscopy (I requested it) to rule out colon cancer and it was all clear so the doctor just gave me anti-anxiety meds assuming my lack of appetite was psychological. Only thing is I'm convinced it's not and have seen another doctor who I persuaded to give me an ultrasound. Doctor doesn't seem too worried though and just seemed to imply I'm a hypochondria. Assuming I am right about the lack of appetite being physical, can I really be anything else but cancer? I'm convinced what I am experiencing now is cachexia, or wasting from late stage cancer. I can't help but think it's pancreatic cancer with liver mets as I also have digestive complaints (have even had floating stools for a while now), I initially considered this just to excedingly rare in people my age but my symptoms just seems textbook. All in all just can't really believe this is happenning and I'm terrified about the ultrasound."
"Cancer","HPV 16 Tongue Cancer - ok to vape cannabis?","Hi everyoneCame across this forum, wanted to ask / see if anyone knowsQuestions are around cannabis. Long story short, i had tongue cancer taken out, along with all 4 tonsils, been a mare. From all the research I have done I could not find clear answers really. Before all this I used to smoke quite a bit of weed, not cigarettesIs it OK to1 - ever smoke cannabis again? no tobacco2 - is it OK to use vaporizer? not e-liquid but actual vaporizor?3 - THC edibles, OK to consume?Thank you, any answers would be greatly appreciated"
"Cancer","Cracks on penis head","Its been like this for a while does anyone have any idea on what it is and any treatments to make it go away "
"Cancer","Pancreatic cancer cysts - no treatment given?","Hey guys,My grandmother (87) was told today she has low grade pancreatic cancer cysts. The doctor said they won't be investigating into this further as there is no need unless things change or get worse. She was also told she has unexplained cirrhosis of the liver (unexplained as she never drank) and damage to the spleen as they're all connected but she is doing fine.I was in shock and kicking myself now that I didn't ask more questions. I think he said he doesn't think it will change into something big.Has anyone ever dealt with something like this? Is this something that will develop into full blown cancer? Will it spread? Is there anything I can do to stop this and save her?"
"Cancer","Is it Cancer: Swollen lymph nodes in armpit ","a few months back i had somewhat painful lumps in my armpits after a gym session and after some research i chalked it down to irritation from sweat and or antiperspirant, the lumps completely went and i was fine, until recently where im experiencing it again, im not too knowledgeable but to my understanding if it was cancer the lumps surely would of got bigger and not went away but the fact theyre swollen again is a bit scary, i hate the doctors so im wondering if its something i need to get checked or whether i can monitor it myself for any worse progression. Also im aware that they might swell when im ill or fighting off infections, but im not ill now and cant recall being ill the last time it happened, any advice would be appreciated!"
"Cancer","Is this skin cancer?","I'm really worried that this is a BCC. I've had it checked twice by two seperate doctors who have both said it looks like a minor skin lesion or papule. It started off as a small pimple like lump in September and has gotten bigger. It's around 2-3mm on my right cheek closer to my jawline. It doesn't itch or bleed but sometimes gets dry skin on it. if anyone has any advice I'd love to hear it, I'm really trying to not freak out."
"Cancer","One sore lump in neck and one not sore lump in neck ?","about a week ago the front right side of my neck began to hurt very badly. The area was too tender to touch and the pain radiated through my jaw and ear. i thought it was a muscle strain and would do away in a few days.it didnt.after a few days my partner found a lump in my neck so immediately i was worried, i seen my GP who has sent me for an ultrasound tomorrow . Once i got home i remembered that about a year ago i found a small tiny lump on the back of my neck, the right side too, i felt it again tonight and im not sure if its anxiety but i feel lts bigger than before.i would just like to hear some experiences or advice. im obviously worried about it being cancer and im terrified"
"Cancer","Could this be skin cancer "," I've had a scab what's getting bigger on the back of my neck could this be skin cancer seeing the nurse monday had it for several weeks and no improvements"
"Cancer","Brain tumor? I'm scared.","Hi all. My health anxiety is extremely bad now. I'm seeing a Ear Neck & Head specialist Friday and I'm scared they will find a brain tumor. I've made the mistake of looking on Google too much. I've had balance issues for a little over two years now that have come and went, and some weird feelings in my scalp like nerves moving. I may be overreacting but I got so scared just at the thought of having a brain tumor that I started crying the other day. My symptoms haven't really gotten that much worse over the years, and my balance problems haven't caused any falls or anything. But I'm just scared. I can't go out or do anything. I can't even go to the store. Because certain things trigger it. Maybe I have anxiety? Are brain tumor symptoms worse than this? Would it have killed me by now? Thank you. 😦"
"Cancer","Strange mark on back - mole? Should i get a second opinion?","I've had a mark on my back for a month or two - not entirely sure - but it started out as bright red and hurt, but now it doesn't hurt and is a little less red (but still very much red, like a scab) and it is sunken into my skin. I saw my doctor a few days ago and they told me it's a mole because the blood vessels don't disappear when you press on it. They said it looks normal and because of my age is nothing to worry about (I'm 18), but every time I go to see this doctor about something they say that: that I'm too young for it to be anything abnormal, but if this is a mole like they said, it does not look right to me, and I know that 18 year olds can get skin cancer. I have no trust in anything this doctor ever says as it is the same one who told my dad he was dying when that was not the case. They just read their notes off a screen all the time.If anyone has any knowledge of this and could take a look at the picture of it and see what you think I would be very grateful.image"
"Cancer","Blood Cancer?","I have had low lymphocytes (0.7-1.4) for around a year now.I get chills on a night. Im guessing this may be an infection cropping up again. Either that or a vagus nerve attack or whatever they are.Few weeks back I was shuddering uncontrollably and my Neutrophils were high, but have since gone back to normal.I am pale, weak, tired, dizzy and all in all, I look horrid. Random bouts of nausea, and some mucus in my stool. My Faecal Calprotectin is 30 and normal however.I had a swollen groin lymph node back in 2017 and I think it was a little infection.. got rid of the infection, but the node has always stayed the same since.I am obviously worried about Lymphoma, Myeloma, Leukaemia etc.Is there anyone who has had something like this and what were the first signs and stuff?"
"Cancer","Melanoma","I have noticed a new approx 3 to 4mm black roundish smoothish firmish, slightly raised mole on my back. I am olive skinned and in my 30s. I am going to get it checked out but is there much chance does anyone know that this could be just a benign growth? I thought all new moles were cancerous. Thanks in advance to anyone who replies."
"Cancer","Could this lump on my Penis be cancer ?","its a lump of my shaft thats kinda hard, im freaking out "
"Cancer","Is there cause to be worried about this lump at the base of my skull?","Hi all!When i was getting a massage from my SO, I was having him dig into this lump that is located where my neck meets my skull. I have known about its existence for about a year now and I was worried when I first discovered it. But seeing as how no one else could feel it, i chalked it to me being super tense person with a permanent ""knot."" It has become larger over time, but very slowly, but I have not been worried ever since I decided it was just a ""knot""When i was having my SO dig in, he commented how it felt like a lump not akin to a muscular knot, and that he does not think you can get knots right at the base of your skull. It is on the left side, hard, painless, and does not move. You can't see it, because it is more internal, so you have to feel it to identify its location.Other things I have been experiencing that I have written off as being cause by depression, a monotonous job, simply a low energy person, and dehydration include:-head aches-fatigue (I could sleep forever)Thoughts??"
"Cancer","I found this on my chest today. Does it look cancerous?","I found this on my chest after taking a shower. It's about 2 millimetres in width. I think it looks different from the black spots i have on other parts of my body. I'm 26 y.o male. It don't feel anything when I push on it.Here's another one from a different angle"
"Cancer","Found a painful, hard lump on my groin? ","18 year old female here, I found a reddish hard relatively painful lump on my groin/pubic area. The lump is a lot bigger than the usual small ingrown hair bumps. Few Google searches told me it's a swollen lymph node which is a symptom of lymphatic cancer, either that or that I have fever (which I don't). Been worried sick this could be cancer. Am I being paranoid?Can't tell my mom about it, it's unacceptable in my culture.Any advice/help is welcomePS: I doubt it's an STI/STD as I'm not sexually active."
"Cancer","Sleep issues","still not sleeping well the only thing that helps is xanax one half of a .5 and one half of sleep aid with doxylamine My problem is I am scared the medicine is hurting me I look up too much stuff on xanax and the antihistamines. So I never stay on it and suffer for twom or three days when I do not take itSleep for two hours wake up sleep another two it is exhausting bit I think I am making it more exhausting and causing more anxiety. I cant get a hold of this worrying about sleep. Can anyone give me any advice I have been going through this for over a year now"
"Cancer","I have a lump on my scrotum that is growing slowly","Hello!about a month ago I noticed a small lump on my scrotum. Back then it was about the size of a pea but it has since grown a little bit to about 7 millimeters in diameter. The lump is not on a testicle, nor is it on the outside like a pimple but seems like it is inside the skin of the scrotum itself. There is no pain or discomfort. The lump is also pretty firm, and does not feel like it has fluids trapped inside. I dont have insurance but i have started the process of applying for aid, which seems like it will take a few days before i will be able to get somebody to check on it. what is the normal treatment for a cancer that is on the scrotum itself?"
"Cancer","Ghost imagine since 2015","ive had some ghost imaging since 2015 and it was never really bad it was just kinda over a light now its under and over them and i got an appointment with an ophthalmologist im scared i have a brain tumor"
