"label","discussion_title","discussion_link","discussion"
"hernia","Hiatus Hernia and GORD at 21, need advice","https://patient.info/forums/discuss/hiatus-hernia-and-gord-at-21-need-advice-724391","Hello everyone, so after a long time of struggling I now finally know that I have a Hiatus hernia which is causing my terrible acid reflux. I am only 21 and this has been going on for years.As of recent my symptoms only feel as if they're getting worse, I take one lansoprazole a day with two ranitidines. For a while these helped but now they really help as much. Its getting to the point where Id rather lay in bed because the pain is so bad, I cannot focus and im a student. I have switched up my diet, only drink water and workout often, now it feels like even jogging makes it worse. I just don't get it, I'm following all the advice and don't see any improvement. Plus my digestion feels like crap because of the tablets.I'm only 21 and its already bad, I'm going to try and get referred to a specialist. In the mean time if you have any advice to help with the symptoms it would be great, honestly its starting to take over my life."
"hernia","Hiatus Hernia and Palpitations","https://patient.info/forums/discuss/hiatus-hernia-and-palpitations-18051","I have been diagnosed with a hiatus hernia but have had lots of problems with palpitations recently, i also sometimes get a cold shivery feeling some nights as if i am going down with flu, i have suffered from really bad acidity over the last 10 years, i have had three endoscopy's and it was on the last one that i was diagnosed with a hernia, i also get bad chest pain along the sternum and a bad pain where my ribs meet in the middle, it's so depressing, does anybody else suffer from palpitations etc?"
"hernia","Any News On Desarda Inguinal Hernia Repair?","https://patient.info/forums/discuss/any-news-on-desarda-inguinal-hernia-repair--539533","I was diagnosed with double inguinal hernia a couple of years ago and have been on 'watchful waiting' ever since.I studied quite a bit in the early months and got horrified and worried by all the stories of pain and complications after mesh and laparoscopic surgery.I found Dr Desarda's technique and rather lurid web site and was very impressed in the finish. His figures seem good. He has this immense benefit of no chance of mesh complications and the possibly equal benefit of not requiring extensive technical training on the part of the surgeon.But I couldn't find a surgeon in Australia who would do it.And the whole medical establishment in Australia, within and without the government - i.e. up to and including the Royal College of Surgeons and the Minister for Health - would do nothing, not the smallest thing, to even acquaint themselves with Desarda's technique, much less make it available to me.Giving me a further reason to rely heavily on watchful waiting and hope for maybe a self healing.Well no self healing has happened and I've never heard of any regimen that might promote it.I now wonder what's happening with the world of patients and ex patients.Anyone had the Desarda technique? Knowledge of it spreading? Is it becoming available? Or has it gone backwards for some reason, found to be flawed? Or laparoscopy improved?Does anyone have any comment, any new information for me on this subject, please?"
"hernia","Inguinal ligament","https://patient.info/forums/discuss/inguinal-ligament-736086","Hello,Been having trouble with left testicle pain, left abdominal pain and left upper leg pain. Now my inguinal is sore to stroke and its hurting more and more to bend over on my left hand side.My left inguinal is sore to stroke but not to poke.Could this be a sign of an underlying hernia?At the minute i have been told it could be chronic prostratitus but the antibiotics are not doing anything so far.I don't have any hernia lumps.Cheers"
"hernia","SLIDING HIATUS HERNIA SYMPTOMS AND QUESTIONS","https://patient.info/forums/discuss/sliding-hiatus-hernia-symptoms-and-questions-40866","Hi I'm new to this site, just recently been diagnosed with a 4cm sliding hiatus hernia after suffering for 2 years with horrendous chest, neck, shoulder and back pain! been to A&E a least 5 times this year thinking I was having heart problems! had an endoscopy 4 weeks ago and was diagnosed! so now what? I was sent home with no advise whatsoever. been on all the PPI's for the last 15 years as I suffer with GERD and IBS! I feel bloated all the time, I burp, fart, feel sick and light headed and now I get a pulsating throb from my tummy through my chest into my throat If I eat the wrong thing it feels like I got a tennis ball stuck behind my sternum, really fed up with this now. I won't go the operation route, it's not got a good success rate! so it's maintenance, put the head of my bed on two blocks 8inches high, given up gluten and dairy and all spicy foods eat 3 hours before I got to bed and have a swig of gaviscon as a night cap! I take a multi vitamin and magnesium supplements. the next step is stop smoking and drinking red wine what else can I do? the omeprazole makes me feel crap, so I've gone back to ranitidine. any advise would seriously be welcomed........."
"hernia","had inguinal hernia surgery 7 months ago still in pain ","https://patient.info/forums/discuss/had-inguinal-hernia-surgery-7-months-ago-still-in-pain-636431","Hi, 7months ago I underwent surgery for a inguinal hernia and had mesh to repair it, the operation seemed to go fine but 7months on I do anything other than sit still I get pain and a scratching feeling around where I had the operation and a dull ache in my right testicle also if I bend over I am sure I can feel the mesh sticking into me does anybody else have any of these symptoms"
"hernia","Removal of mesh after inguinal hernia repair. ","https://patient.info/forums/discuss/removal-of-mesh-after-inguinal-hernia-repair--506386","Is anyone out there aware of any person who has had to have mesh removed due do mesh inguinodynia after inguinal hernia repair with mesh?"
"hernia","Is this Hiatus Hernia","https://patient.info/forums/discuss/is-this-hiatus-hernia-677547","Ive been not feeling right for well over a year now. I went to docs with the feeling I could not take a deep breath. This was my first symptom. Doc notice d a fast heart beat . After extensive tests, my heart is fine-defo not that. However I have the following symptoms-I've given up going to the doctor as they just don't seem to find a solution.*Shallow breaths-oxygen level fine.*Feeling of a swollen or blocked throat-no real pain as such-just discomfort. I have had a throat endoscopy-didn't go further down as he was looking more at my thyroid.However he said I had lots of Reflux and prescribed months and months worth of Omaz-something or other which I took and made me feel worse so stopped.*Burning pain in between my breasts, especially in the morning and a night-like the breast bone is sore.*Constipation-I can look 6 months pregnant with bloating at times too.*Nausea-sometimes I feel sick for no reason-struggle to eat large amounts.Pain in middle and left of back-almost a burning pain inside.*Total intolerance to fatty meats. I LOVE pork belly but can't touch it.*Tight feeling in solar plexus and feeling full-sometimes I can feel something catching against my ribs.I do get heartburn occasionally but I wouldn't say that is a major problem for me.I really do not want to rely on Google for my answers but uninterested doctors just seem to mutter 'anxiety'. I AM NOT ANXIOUS! Quite the opposite. Bloods all fine, liver a little off (I'm teetotal). I just want to find out so I can get better. Considering a private MRI of the area just to know for sure. However a friend mentioned she felt very similar when she had a HH and her entire stomach was in her lung cavity!Does this sound like HH?Thanks in advance.Lu."
"hernia","30cm x 30cm Ethicon prolene mesh victim ","https://patient.info/forums/discuss/30cm-x-30cm-ethicon-prolene-mesh-victim-718759","April 2017 I had emergency surgery as was told I had strangulated bowel which had come through abdominal wall in 2 places. The surgery was planned and done at 4pm that day. I had already had a further 3 abdominal surgeries, one for hysterectomy and endometriosis was diagnosed.Then an 8cm cyst attached to ovary ruptured causing microscope ovarian remnant syndrome. Again this was emergency surgery. A year later I was talked into being reopened as there were so many issues. Bowel and bladder had to unstuck by specialist as well as so much endometrial tissue removed.The first year of the hernia surgery I was admitted to hospital 8 times but treated as a fraud. Even sending a psychiatrist to my hospital bed. I had a seroma which was aspirated but returned.I spend 90% in bed and was life is non existent. I desperately need to have this mesh removed. My GP referred me to a Prof Nott in London well over 8 months ago only to recently find out they never received. Funding not available on the NHS now. I have reached rock bottom because each day more and more symptoms arise and although my GP comes to see me every week and does acupuncture she does not really know what to do. Please can someone help and guide me"
"hernia","Small Femoral Hernia","https://patient.info/forums/discuss/small-femoral-hernia-730005","Hi,I've been having hip pain for a year or so and have recently had a huge amount of around my lower right abdomen. I was in hospital last week with a suspected appendicitis. That was ruled out and a very small femoral hernia was found. There is no external bulge. The surgeon did not think that this was causing the pain and said that it was not worth operating on. No one can work out what is causing the pain and I'm wondering if i should get a second opinion about the femoral hernia... what do you think?"
"hernia","Ventral Hernia","https://patient.info/forums/discuss/ventral-hernia-729984","Hi everybody, has anyone here ever had a Ventral Hernia. My doctor thinks that I may have one. I am due to get a CT scan in about a week. Any input would be greatly appreciated."
"hernia","Nissen fundoplication operation","https://patient.info/forums/discuss/nissen-fundoplication-operation-502728","I have finally been given a date for my surgery... It's next week! Any tips on before and after care please, and feedback from anyone who is post op! Many thanks "
"hernia","Umbilical Hernia - Post Operation - Deformed Belly & Sharp Plastic","https://patient.info/forums/discuss/umbilical-hernia-post-operation-deformed-belly-sharp-plastic-728584","Good afternoon,I had a umbilical hernia operation on 09/01/20 and was advised the operation went smoothly, and no mesh was required due to the opening being under 2cm. 6 weeks on and I find myself with the below:Photos attached are original / after 3 days / after 2 weeks / after 5 weeks (x2)Any advice regarding whether this is at all normal, and any potential grounds for recourse, would be much appreciated.Neil"
"hernia","Inguinal Hernia Surgeon for Nervous Patient","https://patient.info/forums/discuss/inguinal-hernia-surgeon-for-nervous-patient-725570","Hi Can anyone recommend a good surgeon for a nervous patient.I have asked questions to all the private clinics I know and most dont care.The British Hernia Clinics response was woeful not even answering the questions.Any good recommendations?"
"hernia","Inguinal hernia surgeon said op more difficult because I'd been wearing a truss","https://patient.info/forums/discuss/inguinal-hernia-surgeon-said-op-more-difficult-because-i-d-been-wearing-a-truss-671849","I had open inguinal hernia surgery with mesh a couple of days ago. All went smoothly. Very experienced NHS surgeon - he said he'd done 6000 hernia repairs in his time and 57 this week! But one thing he said surprised me: that when a patient had been wearing a truss, that could make the operation more difficult. Something about the skin being compacted I think. No-one had mentioned that to me before. I'm probably a bit unusual in that I've been using a truss for a long time - about 3 years - I think most people give up with them before that. Anyway, it wasn't a problem and the op seems to have gone well (early days) but I just thought I'd mention it in case other people want to consider that when they're thinking about using a truss or not.I had open inguinal hernia surgery with mesh a couple of days ago. All went smoothly. Very experienced NHS surgeon - he said he'd done 6000 hernia repairs in his time and 57 this week! But one thing he said surprised me: that when a patient had been wearing a truss, that could make the operation more difficult. Something about the skin being compacted I think. No-one had mentioned that to me before. I'm probably a bit unusual in that I've been using a truss for a long time - about 3 years - I think most people give up with them before that. Anyway, it wasn't a problem and the op seems to have gone well (early days) but I just thought I'd mention it in case other people want to consider that when they're thinking about using a truss or not."
"hernia","Hernia repair and coughing/sneezing/laughing","https://patient.info/forums/discuss/hernia-repair-and-coughing-sneezing-laughing-727729","Hi all,I've recently had laparoscopic repair of an umbilical hernia where surgical mesh was used to reinforce the defect in the abdominal wall. The surgery was on 30 January, which has been almost 2 weeks.I still feel an extremely sharp and almost unbearable pain in my abdomen when I cough, sneeze or laugh.Coughing and sneezing is the absolute worst. The feeling is hard to describe, almost like my muscles are all torn up and all my insides are falling apart. I've spoken to my surgeon and he explained that this might occur for the next 3 months.Is this normal? Has anyone else had a similar experience?"
"hernia","Upcoming Incisional hernia(s) repair by open surgery - would appreciate input","https://patient.info/forums/discuss/upcoming-incisional-hernia-s-repair-by-open-surgery-would-appreciate-input-590387","Hello,I had a colon resection open surgery in Feb 2015 and then they had to cut me back open 10 days later because the colon sutures came undone. It was a long and very painful recovery, I was in the hospital for exactly 2 months.I developed 2 incisional hernias several months later. The hernias were very painful and I know my weight at the time made matters worse. My wonderful surgeon told me I needed to lose 80 pounds before he would do the hernia surgery, because if I didn't lose the weight then the chance for more hernias after surgery was very good. So, I had weight loss surgery (laproscopic) in Nov 2016. I have lost 100 pounds.I have been feeling a lot better and getting exercise, etc, until Monday this week when I started having severe pain in the large hernia again. Now it even sticks out when I am in the laying down posistion. Because of the sudden pain, I saw my surgeon yesterday. He said I am ready for surgery. I am no longer considered high risk because of the weight loss. However, as he finished explaining what the surgery would entail, I was not prepared for his news. I am going to need open surgery (not lapro) and it will involve cutting me just below the breastbone all the way to the lower abdomen. He will remove scar tissue and adhesions from my prior abdominal surgeries, he will repair the hernias, muscular work will be done... basically a reconstruction of the abdominal wall. I didn't realize it was such a major surgery. Also, because of my prior abdominal surgeries, I will be in the hospital at least 3 days.He said I need to get this done soon because if I am up and active, the pain will just contine (I am taking Tramadol for pain). Currently I just lay in bed with the heating pad on. Severe pain. So I need to suck it up and just make that call and get the ball rolling on surgery.Sorry this is so long, but I need to talk to people who have been there.I am really scared of going through pain. For those of you that have had previous open abdominal surgeries, how bad is the pain after another open surgery? How long were you in the hospital and when you got back home, how did you do things on your own such as getting out of bed, walking around, etc.? Please share with me and thank you in advance. "
"hernia","Has weight loss helped with your Hiatal Hernia?","https://patient.info/forums/discuss/has-weight-loss-helped-with-your-hiatal-hernia--727251","Has anyone had any success alleviating their symptoms of reflux or regurgitation from losing weight?When I first experienced symptoms of reflux I was fairly slim, now I've gained weight I'm hoping to maybe see some improvement from losing 20-30lbs. I'm a 6ft male and weigh 200lbs currently (decent amount of muscle too) . Do you expect this will help my symptoms much?Regardless I will lose the weight, just the reflux has gone on so many years now that I do not want to wait to lose weight to then have to seek another solution.Thank you!"
"hernia","Inguinal Hernia Repair: Sensations Post-op","https://patient.info/forums/discuss/inguinal-hernia-repair-sensations-post-op-727134","I had an inguinal hernia repair about 12 days ago. Today I’ve been having some strange (& a bit worrying) sensations in my abdomen area, well above where my hernia was. When I stand up or walk, It suddenly feels like something is giving way inside me. Then as soon as it appears, it’ll disappear & reappear an hour or so later. Is this normal? It’s making me panic into thinking the op might have failed?"
"hernia","Steriods injection after Bilateral Hernia","https://patient.info/forums/discuss/steriods-injection-after-bilateral-hernia-727187","Hi all, I have a bilateral hernia repair in the 19th Dec 2019, after a couple of weeks it was still very painful in the groin region, the surgeon assured me the surgery had worked and it was just nerve pain. Now six weeks post op he has injected steriods into the right side of the groin to help the healing process, he said it would really hurt for 5 days then start to ease and be almost pain free after 12 days. Well its day 6 now and its still quite painful. Has anyone else had this injection and what were your results?"
"hernia","Inguinal hernia pain","https://patient.info/forums/discuss/inguinal-hernia-pain-726740","still having pains 5 month after open hernia op is it normal sharp twinges burning stabbing in groin and inner thigh"
"hernia","Inguinal Hernia Mesh Recovery Time","https://patient.info/forums/discuss/inguinal-hernia-mesh-recovery-time-713353","I am 5 weeks post op for open inguinal hernia mesh repair. I am still in a lot of pain and not improving. Does anyone have the same story who got better over time?"
"hernia","new to group","https://patient.info/forums/discuss/new-to-group-635025","i have recently been diagnosed with my third hiatus hernia..have had 2 failed surgies and was if anyone else has had the same oroblem.i havd been told that i need more surgery. i am very symptomatic and would like some advice on how to handle the symptomz "
"hernia","Mesh infection ","https://patient.info/forums/discuss/mesh-infection-721739","hi has anyone had mesh removed due to infection in the mesh or behind it. if they remove it do they replace with new mesh."
"hernia","I don't know what my pain is and I can't stand it anymore","https://patient.info/forums/discuss/i-don-t-know-what-my-pain-is-and-i-can-t-stand-it-anymore-724809","Hi, I'm posting this in a few areas as currently nobody has any clue as to what is going on with me.A little about me. I'm in my 30's, tall and 184lbs. I am sedentary unfortunately and work as a driver, so I sit a lot in a specific position with my arms also in the same spot all the time. I have a history of anxiety, which tenses up the muscles(think like 20 000 panic attacks more or less). The anxiety is mostly gone, but a few people in the health industry have commented at just how unbelievably tight and knotted my muscles are. I have a significant hiatal hernia.Sympomts:Notable examples of situations in which it manifested itself and how I was able to respond to it:Example 1Example 2Example 3I can't live with this pain, it prevents me from living a normal life. If you have any idea what this is, please let me know."
"hernia","British Hernia Centre anyone had any experience of them","https://patient.info/forums/discuss/british-hernia-centre-anyone-had-any-experience-of-them-530724","Hi Folks,I am considering having two incisional hernias repaired at the British Hernia Centre (I think they used to be called the London Hernia Centre), in fact I am having a consultation this Wednesday (24/08/2016).Have any of you guys had any experience of the British Hernia Centre or the London Hernia Centre?I have concluded that to wait for the NHS to get around to doing it will mean a long wait as it's not life threatening. My GP doesn't really agree with repairing incisional hernias and says that if it was repaired there is a high likelyhood it would runpture again and that I should just not lift anything heavy for the rest of my life.Also it seems to me that even if I did have it repaired under the NHS I would have low confidence that the surgeon would be someone who specialises in hernia repairs or would use the latest and most appropriate procedure.So I'm going to see the BHC.Let me know what you guys think.Thanks,Phil."
"hernia","Hiatus Hernia ","https://patient.info/forums/discuss/hiatus-hernia-724569","recently been diagnosed though endoscopy that I have a 1cm hiatus hernia and ive been in so much pain on an off with it hard to imagine people live with bigger ones! I have a follow up with my consultant soon will I be able to get surgery to fix it? anyone who has? I use to be so active before this I feel like my life has stopped as its given me incredible anxiety scared its going to get worse and I have physical jobs I dread going to"
"hernia","Pain on the left side ","https://patient.info/forums/discuss/pain-on-the-left-side-694516","helloi have a small hiatal hernia and im not sure if this is it maybe someone her can help me . i been experiencing pain on my left side of abdomen right below the ribs and radiates to the back. i also have GERD and acid reflux. im on nexium and i take carafe 10ml. i have been in the ER and they check my heart and is perfect and i crossed this and i need to see if other can relate.thanks"
"hernia","Inguinal hernia repair. Laparoscopic or Open??","https://patient.info/forums/discuss/inguinal-hernia-repair-laparoscopic-or-open--723004","I have a direct inguinal hernia. I had one on the other side 20 years ago and had an open repair under local anesthesia and with mesh. It worked out well but recovery took 6-8 weeks and the post-op period was painful. I was in bed for a couple of days with an ice pack on my groin. Now I have to have the other side done with a new surgeon, who is promoting the laparoscopic repair. It's attractive from the standpoint of quick recovery but requires general anesthesia and the instrumentation actually goes inside the abdominal cavity, which I find a bit scary. Opinions from anyone who has had this done would be appreciated. Thanks in advance."
"hernia","Begining Pain when eating","https://patient.info/forums/discuss/begining-pain-when-eating-722607","I have a Hiatus Hernia. Recently I have been getting light pain when eating. This is sternum and sometimes round the back. I am on omeprazol Anyone experiencing and managing this and what might it lead to? I am in the UK under NHS.Thanks."
"hernia","Hiatus herna ","https://patient.info/forums/discuss/hiatus-herna-721838","hi all I have a hiatus herna playing up big time with food drink I cant even have a glass of wine with out it feeling like I drunk a bottle of bleach got have a ct scan to see what's going on may have to have a opp is there any 1 with this pls val"
"hernia","bloating with hiatus hernia","https://patient.info/forums/discuss/bloating-with-hiatus-hernia-27007","hi im jon i found out i had hh in jan my symptons include terrific stomach bloating feeling as if i cant breathe massive balls of acid that i bring up not being able to keep some foods down just feeling generally unwell all the time its taking over my life completley i am now under a specialist he tried me some different medications but i feel as if they have not worked.as anyone got any more advice on medications or have got similar symptons as me.i feel as if i am on my own as i have never met anyone that as got the same symptons."
