Label,discussion_title,discussion
Cataract,"Some Good News on COVID-19 - Alberta, Canada","It was just announced that some elective surgeries including cataract surgeries will be allowed to resume on Monday, May 4. This comes after a 2 month or so suspension. So, perhaps my surgery will be in October, instead of the originally estimated August..."
Cataract,Tecnis Synergy,"Hello all - if anyone has any experience using the Tecnis Synergy IOLs, please share your views. Thanks!"
Cataract,Need help deciding type of lens,"In September of 2019 i had surgery to remove an epiretinal membrane in my right eye. One side effect of this surgery is that you will develop a cataract in that eye within 2 years. My vision in that eye is blurry. Today i saw a doctor to see if a new eyeglass prescription would help. It wouldn't. He said my vision problem was due to a cataract, although its not too bad at this point. Since its inevitable, and only going to get worse, I think I'm going to get it done as soon as possible. I have an appointment with the cataract surgeon next month. The doctor i saw today said i will probably be given the option of getting a lens that will correct my nearsightedness, which ive had since i was a kid, or a plain lens, which would leave me nearsighted as i am now. In either case, i would need glasses for reading. The idea of clear vision is appealing, but i would still need glasses because of my left eye. Id end up with a prescription lens for my left eye, and a plain lens for my right. I currently have progressive lenses, although i usually take my glasses off when i read. If i get the corrective lens to replace the cataract, I would need a stronger correction in order to read with that eye. This would leave me with glasses with 2 wildly different prescriptions, both for distance and for reading. On the other hand, i do have a slight cataract in my ""good"" eye, so could conceivably get a lens to correct my distance vision at some point.Of course i will discuss this with the cataract surgeon when i meet with him, but i'd like to go in there with as much information as possible. Any advice?"
Cataract,Experience Glare with Monofocal Acrysoft IQ toric,"Hi everybody,Last Monday I got my first IOL implant in my left eye. I opted for the monofocal in order to have n side effect.At the beginning no problem, or better I just have my pupil very constricted due the stress of the surgery. My visual acuity was pretty good, but starting from yesterday night that my pupil goes back on its normal condition now I'm experiencing some glare even with the day light.I would like to ask if this can be considered normal at this stage or not; my worry is that the lens is now out of position.Yesterday I have been at the Hospital for the routine check and the Dr. put the dilatation drops in my eye and everything was fine, no glare, but after that the pupil goes back on its normal position (no more constricted) I got the glare.Does anyone had some similar experience? Next Monday I will have the right eye surgery, in that case this could be a good chance to fix the lens in case.....Sorry for my english if it is not perfect.thank you so much."
Cataract,Surgery - Both Eyes at Once,"Hello to all,Am very new to cataracts, so please bear with me...I'm 45 and recently diagnosed with pretty advanced cataracts in both eyes. I wondered why my vision had been getting so bad!Because of various factors I'm having the surgery done privately - and the surgeon has said he sees no danger in doing both eyes on the same day. I've read a few pros and cons for this approach, so wondering if anyone here has experienced this?Thanks in advance,Jack"
Cataract,Help me choose a monofocal IOL,"Some of you may have helped me previously here:Dr's recommending EDoF/MF IOL.I'm not yet convinced,I'm still waiting for elective surgeries to be rescheduled due to COVID-19. In the meantime I've settled on monofocal IOLs for distance, or possibly mini-mono vision. I've ruled out Acrysof lenses because of their propensity to develop glistenings. I'm aware that it hasn't been conclusively proven that glistenings affect vision, but why take the chance. Additionally, it has been shown that glistenings hinder an ophthalmologist view into the eye. So there's that. As I'm in the US, my choices are somewhat limited, and it seems the best options are the Tecnis ZC800 and the Bausch & Lomb enVista MX60E. I have my own pros and cons list for theses lenses, but I'm interested in other patients experiences and/or perspectives on these two IOLs, or any others you think I should consider. Thank you!"
Cataract,Please share PCO/YAG experience,
Cataract,Why isn’t anyone talking about Technis Eyhance?,looks like technis eyhance is awesome. it is giving good intermediate with no rings and glare and halo. the diopter transition seems smooth. why isnt anyone going gaga over it?it will also have no glare for folks with large pupils. being technis its will also make its way to US/CANADA.
Cataract,Eye exercises after cataract surgery,"How long should I wait after cataract surgery, before doing eye exercises (involving eye movements to all directions)ThanksRoni"
Cataract,Blurred vision months after cataract surgery,"I am devastated. I had cataract surgery on 9/11/15, and around December I started to have blurred vision. It is now June 1, 2016, and it starts every time I look at my phone, computer, or even read a magazine. I got computer glasses, and they enlarge the words, but when I put my regular glasses on everything is blurred. No really the large things, but everything I read, etc. I knew I would wear glasses, so that is not my problem. No eye diseases, have seen the surgeon and another neuro opthamologist. No one seems worried, or to take me seriously. I work a 40 hour job that I love, but as soon as I turn on my computer at work, there goes the blurred vision. It lasts all day and does not go away until about 2 hours after I get home. There is a problem, but no one seems to know what it is. They said the lens are in place, etc., and all looks good. It is not. Has this ever happened to anyone else? Before my surgery, I had worked for 12 years on the same computer I have now, and loved to read. I can't even read our newspaper, as my vision blurrs up. Also, on the TV Guide, after I get home from work and still have the blurred vision, the guide shows like a ghost shadow on the bottom of the words on the guide! Help!!!"
Cataract,Did anyone here do mini-monovision? ,Are you happy? Any input?
Cataract,Refractive Lens Replacement with Symphony Lens,"Recently I had a Refractive Lens Replacement in both eyes and the doctor used the Symfony Lens. I am seeing at minimum of 10 rings around the street lights and brake lights at night The outside corners of my eyes feel like I have a tear drop in them and the center of my bottom eyelids feel like they are welling up. I keep telling the doctor that I feel like I have just come up from the swimming pool with my eyes open and there is a glaze over my eyes. Has anyone had this type of experience? I'm 49 years young with a 3, 4 and 6 year old and I don't fee like going through life with these types of problems already. My surgery was 3 months ago and not a lot has changed since. I'm trying to figure out what is going on. I wish I never had this damn surgery and just stuck with my contacts. I only had the surgery so I didn't have to wear readers all the time, and now I wish having to wear readers was my only problem. Please let me know your thoughts as I am searching hard for an answer.Recently I had a Refractive Lens Replacement in both eyes and the doctor used the Symfony Lens. I am seeing at minimum of 10 rings around the street lights and brake lights at night The outside corners of my eyes feel like I have a tear drop in them and the center of my bottom eyelids feel like they are welling up. I keep telling the doctor that I feel like I have just come up from the swimming pool with my eyes open and there is a glaze over my eyes. Has anyone had this type of experience? I'm 49 years young with a 3, 4 and 6 year old and I don't fee like going through life with these types of problems already. My surgery was 3 months ago and not a lot has changed since. I'm trying to figure out what is going on. I wish I never had this damn surgery and just stuck with my contacts. I only had the surgery so I didn't have to wear readers all the time, and now I wish having to wear readers was my only problem. Please let me know your thoughts as I am searching hard for an answer."
Cataract,General Coronavirus (COVID-19) thread,Are you worried? Numbers are climbing in my neck of the woods in Europe. How is it impacting your life?Any Italians here from N. Italy?Danish King's Denmark not looking good either currently. Hopefully he will return and give us an update on the situation from the ground.
Cataract,Arc flashes? Floater dot? Dystophobia? One month after cataract surgery,"one month after uneventful right eye cataract surgery (monofocal toric technis ll lenses) stated seeing for the first time bright arc like flashes in outer corner of right eye. comes and goes..not throughout the whole day. just here and there. seem to notice when leaving brightly lit room, then going into dark room. Few of those arc bright flashes same area. They are very brief. I've had for like 2 days a single black dot floater. Had floaters before cataract surgery. But just started to see this one teensy black dot floater. vision is the same.But of course I'm worried and concerned. Even.more so I'm avoiding going anywhere. Been staying home except for that one month ago right eye cataract surgery and the following week (3 weeks ago left eye (same lens type) Trying to do research on this but finding conflicting info. No flashes when eyes closed.is this all dysphotopsia? retinal tear? vitreous detachment?..or do I just need to monitor over a few days. These arc corner right eye random flashes only started today. Dot floater maybe 2 days ago and randomly also. (Im.65y.o)"
Cataract,What is a Posterior Capsule Rupture?,I got silicone oil in my eye and will be having cataract surgery. I got a 10% chance of having a Posterior Capsule Rupture. What is is? How will my vision be if I get it? Google has no answers!
Cataract,Growing up with congenital cataracts ,"Hi there,I'm 22 years old and I was diagnosed with bilateral congenital cataracts when I was a six week old baby. I had the cataracts removed when I was eight and ten weeks old, and I started wearing thick lensed glasses when I was three months old. My parents opted for glasses as they did not want me going through lens procedures every few months and did not want to struggle with contact lenses (after they saw another child screaming with the pain of them). I went though patching to balance my eyes up until I was six.I've never received support from the blind council here as I was on the list for corrective surgery and I attended mainstream school (despite the protests of the principal). I received support in primary school with PE to improve my coordination and resource teaching to improve my social and visual skills. When I was sixteen, I opted for IOL surgery which corrected my vision significantly. I now only use reading glasses day to day.Sometimes I feel my condition is isolating. Everyone assumes that it only occurs in elderly people and people look in amazement when I say that I had it, or they need it explained to them. I've never met anybody around my own age who has been through the same experience. I attended the children's eye clinic but a lot of patients attending that were either born with Down's Syndrome or another disability or were up for a procedural check up as they were born premature.I don't consider myself to be disabled, I prefer the term impaired.It's hard to explain to people the way that I need to have things bigger for myself, then explaining that no, I'm not blind, no, I'm not low vision as I've had corrective surgery but yes, I am dealing with the side effects of cataracts. It was particularly bad before I had the corrective surgery, as not many teachers and no students at the mainstream schools I attended understood what was different about me besides me wearing glasses. One time I literally had to beg a teacher to change the seating plan so I could sit at the front to see the board properly and stop me getting headaches. It was a battle to get exam supports in secondary school. Thank God my university is a lot more accomodating. I've really struggled socially, not helped by my Asperger's (which I only found out about when I was nineteen) or years of bullying because of my eyesight.Yes, I know cataracts is a common condition among elderly people. It's surreal at the moment as my aunt is waiting for her cataracts to 'bloom' so she can have surgery (Been there, done that!). I'm also the youngest patient attending the adult eye clinic so anyone who talks to me and my mam think that she has it!If anyone else out there is around my age, I'd love to hear your stories. I've never found any kind of online support for children who have grown up with cataracts, it's only geared toward elderly adults. If there is a corner of the internet we could congregate, I'd like to contribute.Thanks for reading x"
Cataract,"24 years old, cataract in both eyes , edof or monovision","hello i am 24 years old and have cataracts in both eyes which I have to get removed.I feel so bad that I have to give away my healhty eye function at such young age. I feel so bad about it , I need hope that it wont be a problem in my everyday life..I've read so much about different IOLs, the doc said he would personally recommend me EDOFS with a mini monovision because of my young ageBut because I said glares and halos would be a big problem for me, because I love driving at night and I wouldn't wanna give away my ability to drive.Now we will do Monovision with Monofocals , because there is the lowest risk to losing ability to see at light and glares.but then I've read that monovision takes away stereo vision, and that would be very very bad.also I have read it's dangerous to drive like that.it's so hard..basically the most important thing to me is that I wont feel like that I'm disabled or something for the rest of my life.Its important for me to see faces clear infront of me. I'm afraid I would from now on always see faces blurry with the monofocals set for distance / or monovision.I dont want blur if i kiss my girlfriend or wake up next to her.i want to be able to drive at night without problems, also being able to drive with good stereovision.A big hobby of mine is cars, and I absolutely love driving my car at its limits on country roads.Also I do Kickboxing and BJJ, I'm afraid I wont see my partner infront of me sharp anymore.I still want to be able to read my texts, or change a song in the car.My idea would have been to take the monofocals and then use multifocal contacts, I couldnt find anything to this combo in the internet.I have no experience with multifocal contacts, I cant imagine how they would work, in my imagination I would think that they would be just like if I had multifocal IOLs, the doc said it wouldnt be as sharp as a an implanted lense tho.I've read that it takes some time to get used to them, I thought I could maybe wear them always except when I'm driving at night and that this would be the best way to have a clear image on all distances.also I dont care about crystal clear vision, it should just seem natural to see all distancesI really would be fine to see up to 20 meters and use glasses only for driving.I would have no problems to wear driving glasses.I'm so lost, I hate this decision.I hope somebody can help me.."
Cataract,Mini Mono vision for near intermediate,"HiI am 53, have just done ( 3 days ago) my second cataract surgery to my left eye.The right eye was done about a week earlier.currently the results are :Right eye : -2.25 DLeft eye : -1.5 DMy dominant eye is the right eye.Its very comfortable to read with my right dominant eye - i am not feeling the blur in the second eye.However, when reading the comp or looking more distant, using my non dominant eye, especially at low light condition, I do see the blur from my right eye. Is it just a matter of time to adapt to this ?"
Cataract,3 months post IOL Multifocal lens implantation - suicidal,"heyjust turned 25, i posted here before when I was a few days post opi have one lens implanted in my eye. it resulted in blurry far vision and a horrible shakingthe shaking goes away if you fully relax your eyes, but my eyes deviate, double vision. the doctors explanation is that i am compensating for the diopter difference. but still, because the shaking never 100% goes away, its constant flickering and shaking. every second i feel this horrible urge, like this is all a dream. like ""okay, we can go back to real life now"" then im just here, in my cold dead body. i wander around just tortured by the IOL. i feel it shake inside my head.the shaking happens whenever the eye is moving and focused. so reading is the worst. ive stopped reading books since, i just lay in bed all day. my girlfriend and i broke up. i just want it to stopthe doctor suggested contacts and does not want to perform on the other eye until we've cleared the issue (which he is taking his sweet time in, after I payed $4000). he perscribed a prescription that doesn't exist. im kind of done at this point. i move to another doctor for his opinion. he gives me an opposite opinion: get another IOL in the other eye.I can not stand the IOL. it shakes, it flickers. the floaters are ridiculous, it's not just ""annoying"" there are four layers of all-across-vision floaters and strands that are constantly in the way of seeing. I do not want these effects duplicated on the other eye. I would rather have them legally blind me in the IOL eye. I don't know what to do. every operation risks making worse a condition that i have called Visual Snow. It's purely neurological but has me seeing static in front of my eyes. Doctors do not even know about this condition.I've decided that if I can not solve this issue soon, I will leave the Earth."
Cataract,Mini Mono vision for near - intermediate,"HiI am 53, have just done ( 3 days ago) my second cataract surgery to my left eye.The right eye was done about a week earlier.currently the results are :Right eye : -2.25 DLeft eye : -1.5 DMy dominant eye is the right eye.Its very comfortable to read with my right dominant eye - i am not feeling the blur in the second eye.However, when reading the comp or looking more distant, using my non dominant eye, especially at low light condition, I do see the blur from my right eye. Is it just a matter of time to adapt ?"
Cataract,Can both eyes heal so differently from each other,hello. had 20/20 a day after catarsct moon distance tsurgery.2nd eye done 3.5 days ago def.is way diff than first eye. white letters on black (watching cnn news) are notbright white as other eye.. and that black background is not as vivid black..from excitement on.first eye and remarkable quick recovery and vision to not being too happy with how im.seeing in left eye (surg 35 days ago)is it too early to feel scared? I see dr for reg post OP tues (which is 5 days then after surgery) ( dr was seen 2 hours after surgery and he said it looks great)but im.not seeing that great...could there be sure big differences?..im.a big cry baby now?
Cataract,Seeking feedback on EDoF lenses vis-a-vis monofocal (Eyhence),"I am planning for a cataract surgery on both eyes soon.May I hear users’ valuable first-hand experience with (i) EDoF & (ii) monofocal (Eyhence in particular) lenses regarding night vision effects (starbursts, halos, glares...) for an understanding of the extent of the issues that I’ll have to face?Thank you folks."
Cataract,"UPDATED: Dr's recommending EDoF/MF IOL I'm not yet convinced,","So Dr. 4's office closed on Friday 3/20 due to the COVID19 crisis, unfortunately my appointment was on the same day, and next available dates are in mid-May. In the meantime, Dr. 3 (Head of Ophthalmology at Kaiser) has scheduled my surgery for May 12th. We've settled on monofocal IOLs (Tecnis) set for distance in both eyes. At this point I'm hoping the dates hold and am moving forward with this plan. I have a couple of questions for Dr. 3 when I go in for pre-surgery on April 14th:As mentioned before, when I asked him what refractive target he would shoot for he said Plano, so little concerned that if we overshoot I'll be farsighted. Perhaps he target's something less than 0.0 as his standard to get to plano, but would like a little more assurance I won't end up +0.5.It appears I don't have enough astigmatism to go with toric IOLs. Dr. said when he plugged my numbers into the Tecnis toric calculator it came back with .61 residual astigmatism and recommended the regular Tecnis monofocal. We already discussed LRI and he did not recommend. So need to discuss what options I have to address the residual astigmatism if it prevents me from getting a good result. If anyone has experience with this or good research material I would be most grateful!Kaiser has largely switched to a simultaneous bi-lateral cataract surgery model (both eyes same day). In general I prefer the more conservative/traditional sequential approach, but at this point I kind of just want to get it over with, and am concerned about getting stuck with one eye done if things in the world get worse. Any thoughts?I know people have bigger problems right now, so hope you won't mind me winging on. Hope you are all safe and healthy."
Cataract,EXPERIENCE OF YAG SURGERY AND SUBSEQUENT LASER TO CORRECT VISION ,"HI I has cataract surgery 3 months ago but now need YAG procedure followed with laser to correct the followingunfortunately, i have not attained 20/20 vision so will require laser surgery afterwardsMy question is that since day 1 i have felt that the affected eye feels bulky and visibly i can see the eye lid looks slightly swollen- could any of the above be due to the lens not sitting properly in the eye?I have to make some tough decisions in the coming weeks so ant experience you can share would be gratefully received.Due to coronavirus, i have a few extra weeks to think about the pros and cons of what i am facing with..Thanks in advance"
Cataract,Expected to learn I have PCO developing in my left eye but found out it’s Epiretinal Membrane.,For months I experienced slight blurry vision at all distances and thought I was experiencing PCO or increased astigmatism. My cataract surgeries were July and Aug 2017. Saw my optometrist today and neither is cause for my blurry vision in left eye - I have Epiretinal Membrane. I am being referred to a retina specialist. Not sure how long that will take but my optometrist made the referral. My eyesight is 20/30 out of that eye - cannot be corrected. My optometrist says this condition is mild in my case and can corrected itself in time for some people. Googling this condition wasn't advised as bad cases of it can lead to tears and holes in macula so not sure it is a good idea to look into this online.I really was glad to hear my lenses are good and I don't have pco but didn't expect to hear this either. Anyone else experience this and what was your outcome? Did it require treatment or go away on it's own?Thanks everyone.
Cataract,Upcoming Surgery for Congenital Cataracts at 36,"Hi all,I've been a lurker for a few weeks, but wanted to start my own thread as a place to share my experience with cataracts, especially as I was diagnosed young and will be having cataract surgery at a young age.I was first diagnosed with congenital cataracts at age 5, and have had them ever since. They've always been fairly mild - for a long time my vision was 20/30-20/35, about the same acuity for near, intermediate and distance. I also have a slight astigmatism and a slight lazy eye (acuity based, not misalignment based). I’ve been prescribed glasses for the astigmatism in the past, but the correction was so mild I never used them because they didn’t really “fix anything” (the astigmatism sure, but not the cataracts).I moved to Boston when I was 29 and found a new ophthalmologist. She recognized my cataracts right away (she is a cataract specialist), and said I’d likely need surgery someday but better to hold off until it was needed. Starting this summer (I’m now 35), I started to notice lots of glare and halos from light - I was commuting to work on the subway one day and realized the lights in the subway station seemed awfully hazy, but it wasn’t a very humid day. After a few days of anxious waiting, I scheduled a check-in with my ophthalmologist and she confirmed my cataracts were getting worse and based on how my vision was deteriorating, I’d likely need surgery within a year.She gave me the option of scheduling the surgery now, or scheduling a check in in six months time to see where I was at. Went home and talked it over with my wife, and then called my father, who had cataract surgery in his late 50s, and my dad put it to me this way - He said “it’s the best thing I ever did for my vision. I saw better the day after my surgery then I had seen in years before that. If I was you, I wouldn’t put off something you’re going to have to do eventually anyways. Why keep putting up with bad vision when you could get it over with? “So after a few days of consideration, I emailed my ophthalmologist and said let’s get this train started. I started doing research on lens choices and what went into the surgery. I went in last week for my A scan and a consult with the doc on lens choices. Since I’ve never really worn glasses, and I’m not particularly far or nearsighted, it’s definitely a bit of tossup in terms of which direction to go. My ophthalmologist definitely seems conservative about the side effects of some of the premium lenses, and has talked up monofocal’s, but she also hasn’t talked me out of any of the premium lenses either. In fact after talking about my lifestyle, the fact that my wife and I are very active (run 2-3 days a week, lift weights 3-4 days a week, hike in the summer on weekends, snowboard in the winter, etc.) she suggested considering the new PanOptix trifocals, or the older ReSTOR multifocals. She had just met the Alcan rep that week about the PanOptix and said given their popularity in Europe and Canada, they may be a good fit.So at this stage, I need to go back for more eye measurements in three weeks (immersion, and a few others) as I apparently have a “short eye” and she wants to nail the refraction calculations. I’m leaning heavily towards the PanOptix as my first choice, then the Symfony as my second, before considering a few others if there’s some reason those are not a good fit. We may or may not go Toric on he lenses depending on the measurements on my astigmatism.My hope is, given that I’m on the younger side of the average cataract patient, that I’ll take pretty well to any choice that I make in terms of new lenses. I’ve never thought of my vision is being that bad until just recently, now that I’m getting lots of glare at night and in dark situations and from bright lights even during the daytime. I am trying to be pragmatic, especially given the slight astigmatism and lazy eye, that I might need glasses or contacts for some distances after I’m done. But my surgery will be at the Massachusetts Eye and Ear hospital, which is very good, and my ophthalmologist does a few hundred cataract surgeries a year, so I’m feeling hopeful about my odds.Currently my first surgery is scheduled for Nov 18 (a few days before my 36th birthday), so I’m hoping my doc can deliver me a good birthday present. We’ll need to finalize my lens choice and which eye goes first, but we’ll get that started in the weeks ahead.I’ll provide updates as I go along as I haven’t found too many stories like mine about quite young patients with congenital cataracts, and I’d like to document my experience a bit for anyone who might come looking for a similar story."
Cataract,Two EDoF lenses - do night time issues get better or worse when second lens put in? ,"I thought i read it gets better, as brain can more easily adjust to eyes working the same way. But read from someone on here that Dr said artefacts would intensify?Perhaps they intensify in short term but then adaptation speeds up.For those of you with 2 EDOFs, I'd be interested to hear experiencesThanks"
Cataract,Symfony Toric IOL ZXT and halos,"I'm mid 40s about to have a cataract removed and Symfony Toric extended depth of focus (EDOF) inter ocular lens (IOL), the ZXT series I believe. I have mild astigmatism and a mild prescription for long sightedness. Surgery will be done privately in Reading, Berks UK.This lens sounds like it will improve my astigmatism and give me good mid and distance, but I may need reading glasses. My only worry is the halos and starbursts. At the moment my cataract explode headlights into a scattergun of light larger than the size of the car, and that makes driving near impossible at night. I assume these halos and starbursts are not that bad?Has anyone had this lens inserted for a few months/years, and how bad are these visual artefacts at night? Can anyone draw what they see or maybe link to a visual representation online?Eventually the other eye will need doing, but the cataract in that one isn't too bad yet.ThanksJames"
Cataract, Preliminary Update on Stage one of Mini Mono-Vision Surgery this week,"Hi All,.Thought I'd better provide an update post surgery on my cataract removal and IOL implant which occurred Tuesday this week!.Good News First.Procedure seemed to go well without any obvious issues. Glowing reports from Dr Genial and Dr Knockout (Anaesthetist) who seemed to be the Director/Conductor of proceedings leaving Dr G to concentrate on the procedure and the Phaco machine etc! ?.No irritation, inflammation (edema) or infection etc. that is symptomatic. Taking 4 kinds of eye drops to guard against these issues..Visual perception is Bright, Really Bright and colours are Vivid! And can clearly see large objects and shapes etc! Guess that's what happens when one substitutes a Beer Bottle coloured lens for a clear one! ?.Not so Good NewsNear visual acuity is not great. Best I can do is N11/ N10 on a Jaeger chart and it's still not clear over an arms length! Type/characters seem have a shivering jagged edge to them and not solid, especially when compared to my other cataract eye (corrected) which I can still read the smallest N1/N2 text!.Not sure why this is as we seem to have hit the MMV target of around -1.75D according to my surgeon Dr G which should give me better intermediate to near Visual Acuity (VA)! ?.Spoke to him yesterday re the VA issues and he said to come in for an OCT macular scan on Monday! ?.So that's where I am four days after surgery. I know it's only early days, and I still hope and expect things will improve with the 'new' eye in the coming days. I just hope there's nothing else that wasn't anticipated that may require further attention..So it's not bad so far, but it is a little concerning nevertheless and causing me a level of stress and anxiety! ?.Regards,.DonD"
Cataract,Do both eyes heal at same rate after cataract surgery?,"Can you expect the same healing rate between both cataract eye surgeries?ex...one eye sees no starburst and sees crisp clear one day after, while other eye didnt have same experience.."
Cataract,epiretinal membrane in one eye,I have an epiretinal membrane in my dominant eye. How will this affect cataract surgery? Anyone have experience with this. I already know my choices are a monofocal lens - maybe or maybe not with an astigmatism correction. Have been putting this off. late 70's in age.
Cataract,Condition of my epiretinal membrane determines which kind of IOL I can have,"I am a 69 year old photographer and artist who plans to never retire. I saw a retina specialist for the second time recently. He said that the foveal depressions in both of my epiretinal membranes (one eye worse than the other) have been stable for two years. He suggested that I get my cataract surgery first before possibly dealing with my retina issue. My opthalmyologist, who has done thousands of cataract surgeries, said that implanting the Acrysol toric (for my astigmation) PanOptix lenses would would worsen my retina condition. He suggested that via Femto laser surgery, he would implant the Acrysol toric Monofocal lens for distance in one eye and for close-medium vision in the other eye. Is he correct in his estimation? Does anyone have experience or knowledge about this? Is his plan my only option? I was hoping to possibly be eyeglasses-free for the first time since I was eight years old. Is this a pipedream?"
